date,total,females,registered,leisure,locals,PRCP,SNWD,SNOW,TMAX,TMIN,AWND,note
7/28/2011,399,55,201,286,166,0,0,0,23.9,20,40,first day of Hubway!
7/29/2011,531,43,190,342,164,3.6,0,0,26.1,18.9,38,
7/30/2011,800,40,103,660,99,0,0,0,31.7,22.8,54,
7/31/2011,1005,22,102,843,100,0,0,0,32.8,21.1,38,
8/1/2011,779,65,240,527,206,0,0,0,33.9,22.2,36,
8/2/2011,655,69,299,383,218,15.2,0,0,33.3,18.9,43,
8/3/2011,906,76,312,563,259,0,0,0,23.3,18.3,30,
8/4/2011,1158,96,401,723,320,0,0,0,24.4,19.4,33,
8/5/2011,1599,105,568,1051,484,0,0,0,23.9,19.4,40,
8/6/2011,1607,68,279,1260,258,0,0,0,31.1,21.1,43,
8/7/2011,567,40,123,414,115,26.9,0,0,25,21.7,41,
8/8/2011,928,88,412,538,329,7.4,0,0,26.7,21.1,20,
8/9/2011,962,120,527,486,415,30.7,0,0,24.4,19.4,50,
8/10/2011,1048,115,546,581,466,18.5,0,0,25.6,18.9,39,
8/11/2011,1415,148,683,770,554,0,0,0,27.8,17.8,48,
8/12/2011,1472,137,620,911,529,0,0,0,28.3,18.3,30,
8/13/2011,1727,111,382,1376,375,0,0,0,27.8,18.9,29,
8/14/2011,1073,63,251,782,236,0.5,0,0,25,20,30,
8/15/2011,144,22,101,46,91,36.3,0,0,20.6,17.2,63,
8/16/2011,1008,112,543,489,445,0.3,0,0,23.3,16.7,34,
8/17/2011,1482,166,729,852,599,0,0,0,28.9,18.3,32,
8/18/2011,1460,155,721,812,603,0,0,0,31.1,20,51,
8/19/2011,1105,119,518,591,446,0.8,0,0,31.1,22.2,39,
8/20/2011,1623,90,353,1219,348,0,0,0,28.9,22.2,41,
8/21/2011,1438,84,310,1095,306,0,0,0,30,20.6,52,
8/22/2011,1378,142,707,690,575,15,0,0,26.7,20,57,
8/23/2011,1555,153,865,767,717,0,0,0,26.1,17.2,40,
8/24/2011,1549,163,848,777,704,0,0,0,27.2,17.8,56,
8/25/2011,1137,125,672,546,534,1.5,0,0,30.6,20,66,
8/26/2011,1487,151,723,823,600,0.8,0,0,28.9,21.1,34,
8/27/2011,656,62,247,446,240,19.6,0,0,26.1,21.1,26,
8/28/2011,32,8,29,13,29,23.1,0,0,24.4,19.4,121,Hurricane Irene
8/29/2011,1450,176,855,730,723,0,0,0,26.7,16.7,43,
8/30/2011,1490,208,957,691,787,0,0,0,25,16.7,31,
8/31/2011,1431,193,919,651,749,0,0,0,27.2,17.2,27,
9/1/2011,0,0,0,0,0,0,0,0,21.7,16.7,30,
9/2/2011,1404,158,698,776,610,0,0,0,20,15.6,30,
9/3/2011,1470,99,325,1120,312,0,0,0,30,15.6,44,
9/4/2011,1598,105,303,1222,296,0,0,0,29.4,20,52,
9/5/2011,1623,126,377,1163,365,0,0,0,30.6,20.6,61,
9/6/2011,541,57,330,194,273,17.3,0,0,23.3,15.6,39,
9/7/2011,368,53,296,99,258,7.6,0,0,17.2,15.6,58,
9/8/2011,678,86,475,261,407,29.7,0,0,17.8,14.4,28,
9/9/2011,1422,181,857,639,718,0,0,0,27.2,14.4,37,
9/10/2011,1681,134,470,1168,454,0,0,0,21.7,15,38,
9/11/2011,1788,123,488,1261,475,0,0,0,21.1,13.3,36,
9/12/2011,1435,217,948,593,796,0,0,0,27.8,16.7,43,
9/13/2011,1501,187,925,605,769,0,0,0,29.4,17.8,46,
9/14/2011,1422,185,962,494,827,2,0,0,30,20,40,
9/15/2011,1337,213,959,478,813,0.8,0,0,28.3,12.8,47,
9/16/2011,1612,222,1025,693,869,0,0,0,18.3,10,51,
9/17/2011,1455,123,472,961,454,0,0,0,16.7,8.9,31,
9/18/2011,1320,97,455,828,436,0,0,0,18.9,10.6,42,
9/19/2011,1459,211,953,577,795,0,0,0,18.3,10.6,41,
9/20/2011,1127,171,869,307,727,3.3,0,0,19.4,12.8,39,
9/21/2011,1604,270,1121,635,961,0,0,0,23.9,15,33,
9/22/2011,1146,195,861,389,749,1.3,0,0,22.8,18.3,21,
9/23/2011,957,148,695,319,594,11.9,0,0,22.8,18.3,29,
9/24/2011,1266,155,530,840,503,10.9,0,0,26.7,18.3,30,
9/25/2011,1380,145,496,925,468,0,0,0,25.6,20,17,
9/26/2011,1572,248,1070,652,914,0,0,0,24.4,18.9,22,
9/27/2011,1676,215,1147,678,967,0,0,0,22.8,17.8,27,
9/28/2011,1627,313,1228,568,1048,0,0,0,21.1,17.2,49,
9/29/2011,940,161,755,259,650,23.9,0,0,22.2,16.7,43,
9/30/2011,1726,266,1110,766,968,3,0,0,25,14.4,47,
10/1/2011,1042,144,444,633,440,8.6,0,0,21.7,13.9,35,
10/2/2011,1012,131,469,548,458,0,0,0,18.3,14.4,41,
10/3/2011,1245,199,895,449,762,1.8,0,0,20,13.3,34,
10/4/2011,1007,150,805,283,715,28.4,0,0,20,13.3,45,
10/5/2011,1306,231,1059,400,909,0,0,0,20.6,10.6,62,
10/6/2011,1275,205,1053,341,887,0,0,0,18.9,8.9,59,
10/7/2011,1611,257,1120,635,981,0,0,0,16.7,7.8,30,
10/8/2011,1862,166,574,1368,565,0,0,0,27.8,12.8,37,
10/9/2011,2115,159,543,1523,533,0,0,0,30.6,18.3,47,
10/10/2011,1802,209,800,1111,747,0,0,0,29.4,17.8,42,
10/11/2011,1620,273,1235,545,1067,0,0,0,18.9,14.4,35,
10/12/2011,1383,251,1134,362,978,2,0,0,16.7,13.9,55,
10/13/2011,602,106,502,209,438,23.6,0,0,17.2,15,50,
10/14/2011,773,132,600,263,520,14.7,0,0,19.4,15,51,
10/15/2011,1408,155,549,910,528,0,0,0,20,13.3,86,
10/16/2011,1368,188,575,855,552,0,0,0,18.9,12.2,67,
10/17/2011,1419,278,1110,465,947,0,0,0,18.9,13.3,64,
10/18/2011,1451,272,1150,462,1005,0,0,0,20,12.8,36,
10/19/2011,436,66,377,63,317,29.7,0,0,15,12.2,68,
10/20/2011,1251,232,1003,392,879,11.9,0,0,20.6,12.2,62,
10/21/2011,1614,241,1104,629,947,0,0,0,17.8,11.7,52,
10/22/2011,1492,202,621,916,614,0,0,0,17.2,10,41,
10/23/2011,1197,139,501,723,495,0,0,0,14.4,7.8,26,
10/24/2011,1278,204,1005,378,854,0,0,0,17.2,6.1,32,
10/25/2011,1284,229,1062,333,912,0.3,0,0,16.7,10,56,
10/26/2011,846,136,730,179,652,0.5,0,0,10,8.9,23,
10/27/2011,211,28,184,41,160,25.9,0,0,9.4,1.1,60,
10/28/2011,983,152,813,295,704,0,0,0,9.4,1.7,50,
10/29/2011,311,46,167,120,163,21.6,0,10,9.4,1.1,74,
10/30/2011,210,31,142,102,140,2.8,0,15,8.9,1.1,75,
10/31/2011,964,168,812,248,717,0,0,0,11.1,3.3,30,
11/1/2011,1090,166,893,287,768,0,0,0,12.2,4.4,32,
11/2/2011,1094,177,894,299,766,0,0,0,12.2,3.9,30,
11/3/2011,1164,191,955,300,815,0,0,0,17.2,5.6,45,
11/4/2011,1106,178,878,298,765,0,0,0,11.7,3.3,62,
11/5/2011,798,79,362,433,350,0,0,0,9.4,2.2,35,
11/6/2011,862,86,347,516,337,0,0,0,15,2.2,47,
11/7/2011,1244,218,972,371,825,0,0,0,18.3,5.6,40,
11/8/2011,1343,243,1054,397,916,0,0,0,20.6,10.6,23,
11/9/2011,1409,270,1144,403,1006,0,0,0,19.4,8.3,25,
11/10/2011,647,118,541,150,463,26.7,0,0,15.6,11.1,19,
11/11/2011,927,172,749,276,659,0,0,0,14.4,5,73,
11/12/2011,896,116,383,528,369,0,0,0,11.7,2.8,58,
11/13/2011,870,82,375,494,363,0,0,0,17.2,5.6,50,
11/14/2011,1121,212,946,299,816,0,0,0,20,12.2,60,
