duration,start,end,strt_statn,end_statn,userType,gender,tripType
12,11/15/2012 07:14:00,11/15/2012 07:26:00,41,41,R,F,trip
557,11/15/2012 07:26:00,11/15/2012 16:43:00,41,41,,,wait
12,11/15/2012 16:43:00,11/15/2012 16:55:00,41,75,R,M,trip
91,11/15/2012 16:55:00,11/15/2012 18:26:00,75,75,,,wait
16,11/15/2012 18:26:00,11/15/2012 18:42:00,75,111,R,M,trip
813,11/15/2012 18:42:00,11/16/2012 08:15:00,111,111,,,wait
6,11/16/2012 08:15:00,11/16/2012 08:21:00,111,43,R,M,trip
4,11/16/2012 08:21:00,11/16/2012 08:25:00,43,43,,,wait
13,11/16/2012 08:25:00,11/16/2012 08:38:00,43,36,R,M,trip
45,11/16/2012 08:38:00,11/16/2012 09:23:00,36,36,,,wait
10,11/16/2012 09:23:00,11/16/2012 09:33:00,36,99,R,M,trip
36,11/16/2012 09:33:00,11/16/2012 10:09:00,99,99,,,wait
5,11/16/2012 10:09:00,11/16/2012 10:14:00,99,43,R,M,trip
21,11/16/2012 10:14:00,11/16/2012 10:35:00,43,81,,,wait
6,11/16/2012 10:35:00,11/16/2012 10:41:00,81,47,R,M,trip
177,11/16/2012 10:41:00,11/16/2012 13:38:00,47,47,,,wait
7,11/16/2012 13:38:00,11/16/2012 13:45:00,47,64,R,F,trip
149,11/16/2012 13:45:00,11/16/2012 16:14:00,64,64,,,wait
9,11/16/2012 16:14:00,11/16/2012 16:23:00,64,111,R,F,trip
105,11/16/2012 16:23:00,11/16/2012 18:08:00,111,64,,,wait
12,11/16/2012 18:08:00,11/16/2012 18:20:00,64,4,R,M,trip
274,11/16/2012 18:20:00,11/16/2012 22:54:00,4,4,,,wait
5,11/16/2012 22:54:00,11/16/2012 22:59:00,4,22,R,M,trip
947,11/16/2012 22:59:00,11/17/2012 14:46:00,22,43,,,wait
6,11/17/2012 14:46:00,11/17/2012 14:52:00,43,24,C,,trip
38,11/17/2012 14:52:00,11/17/2012 15:30:00,24,24,,,wait
29,11/17/2012 15:30:00,11/17/2012 15:59:00,24,63,C,,trip
1276,11/17/2012 15:59:00,11/18/2012 13:15:00,63,63,,,wait
10,11/18/2012 13:15:00,11/18/2012 13:25:00,63,16,R,M,trip
8,11/18/2012 13:25:00,11/18/2012 13:33:00,16,16,,,wait
17,11/18/2012 13:33:00,11/18/2012 13:50:00,16,27,R,M,trip
2,11/18/2012 13:50:00,11/18/2012 13:52:00,27,27,,,wait
17,11/18/2012 13:52:00,11/18/2012 14:09:00,27,30,R,M,trip
4,11/18/2012 14:09:00,11/18/2012 14:13:00,30,30,,,wait
48,11/18/2012 14:13:00,11/18/2012 15:01:00,30,30,R,M,trip
2,11/18/2012 15:01:00,11/18/2012 15:03:00,30,30,,,wait
20,11/18/2012 15:03:00,11/18/2012 15:23:00,30,115,R,M,trip
1000,11/18/2012 15:23:00,04/16/2013 21:11:00,115,11,,,wait
7,04/16/2013 21:11:00,04/16/2013 21:18:00,11,86,R,M,trip
1154,04/16/2013 21:18:00,04/17/2013 16:32:00,86,12,,,wait
8,04/17/2013 16:32:00,04/17/2013 16:40:00,12,26,R,M,trip
29,04/17/2013 16:40:00,04/17/2013 17:09:00,26,26,,,wait
16,04/17/2013 17:09:00,04/17/2013 17:25:00,26,67,R,M,trip
14,04/17/2013 17:25:00,04/17/2013 17:39:00,67,67,,,wait
9,04/17/2013 17:39:00,04/17/2013 17:48:00,67,52,R,M,trip
5,04/17/2013 17:48:00,04/17/2013 17:53:00,52,52,,,wait
41,04/17/2013 17:53:00,04/17/2013 18:34:00,52,42,R,M,trip
3,04/17/2013 18:34:00,04/17/2013 18:37:00,42,42,,,wait
16,04/17/2013 18:37:00,04/17/2013 18:53:00,42,67,R,M,trip
16,04/17/2013 18:53:00,04/17/2013 19:09:00,67,67,,,wait
6,04/17/2013 19:09:00,04/17/2013 19:15:00,67,33,R,M,trip
134,04/17/2013 19:15:00,04/17/2013 21:29:00,33,33,,,wait
8,04/17/2013 21:29:00,04/17/2013 21:37:00,33,21,R,M,trip
990,04/17/2013 21:37:00,04/18/2013 14:07:00,21,21,,,wait
29,04/18/2013 14:07:00,04/18/2013 14:36:00,21,16,C,,trip
162,04/18/2013 14:36:00,04/18/2013 17:18:00,16,16,,,wait
4,04/18/2013 17:18:00,04/18/2013 17:22:00,16,25,R,M,trip
55,04/18/2013 17:22:00,04/18/2013 18:17:00,25,25,,,wait
9,04/18/2013 18:17:00,04/18/2013 18:26:00,25,27,C,,trip
1648,04/18/2013 18:26:00,04/19/2013 21:54:00,27,27,,,wait
8,04/19/2013 21:54:00,04/19/2013 22:02:00,27,46,R,M,trip
678,04/19/2013 22:02:00,04/20/2013 09:20:00,46,46,,,wait
25,04/20/2013 09:20:00,04/20/2013 09:45:00,46,114,C,,trip
1985,04/20/2013 09:45:00,04/21/2013 18:50:00,114,99,,,wait
21,04/21/2013 18:50:00,04/21/2013 19:11:00,99,74,R,M,trip
3122,04/21/2013 19:11:00,04/23/2013 23:13:00,74,79,,,wait
5,04/23/2013 23:13:00,04/23/2013 23:18:00,79,96,R,M,trip
485,04/23/2013 23:18:00,04/24/2013 07:23:00,96,96,,,wait
21,04/24/2013 07:23:00,04/24/2013 07:44:00,96,22,R,M,trip
1424,04/24/2013 07:44:00,04/25/2013 07:28:00,22,94,,,wait
17,04/25/2013 07:28:00,04/25/2013 07:45:00,94,64,R,M,trip
60,04/25/2013 07:45:00,04/25/2013 08:45:00,64,114,,,wait
7,04/25/2013 08:45:00,04/25/2013 08:52:00,114,43,R,M,trip
33,04/25/2013 08:52:00,04/25/2013 09:25:00,43,43,,,wait
5,04/25/2013 09:25:00,04/25/2013 09:30:00,43,47,C,,trip
210,04/25/2013 09:30:00,04/25/2013 13:00:00,47,47,,,wait
7,04/25/2013 13:00:00,04/25/2013 13:07:00,47,22,R,M,trip
61,04/25/2013 13:07:00,04/25/2013 14:08:00,22,22,,,wait
9,04/25/2013 14:08:00,04/25/2013 14:17:00,22,47,R,M,trip
13,04/25/2013 14:17:00,04/25/2013 14:30:00,47,47,,,wait
20,04/25/2013 14:30:00,04/25/2013 14:50:00,47,47,R,M,trip
46,04/25/2013 14:50:00,04/25/2013 15:36:00,47,47,,,wait
13,04/25/2013 15:36:00,04/25/2013 15:49:00,47,113,C,,trip
1045,04/25/2013 15:49:00,04/26/2013 09:14:00,113,58,,,wait
16,04/26/2013 09:14:00,04/26/2013 09:30:00,58,67,R,M,trip
200,04/26/2013 09:30:00,04/26/2013 12:50:00,67,67,,,wait
6,04/26/2013 12:50:00,04/26/2013 12:56:00,67,55,R,M,trip
303,04/26/2013 12:56:00,04/26/2013 17:59:00,55,55,,,wait
14,04/26/2013 17:59:00,04/26/2013 18:13:00,55,34,C,,trip
1196,04/26/2013 18:13:00,04/27/2013 14:09:00,34,29,,,wait
25,04/27/2013 14:09:00,04/27/2013 14:34:00,29,58,C,,trip
4,04/27/2013 14:34:00,04/27/2013 14:38:00,58,58,,,wait
37,04/27/2013 14:38:00,04/27/2013 15:15:00,58,44,C,,trip
41,04/27/2013 15:15:00,04/27/2013 15:56:00,44,44,,,wait
41,04/27/2013 15:56:00,04/27/2013 16:37:00,44,42,C,,trip
2,04/27/2013 16:37:00,04/27/2013 16:39:00,42,42,,,wait
12,04/27/2013 16:39:00,04/27/2013 16:51:00,42,65,C,,trip
7,04/27/2013 16:51:00,04/27/2013 16:58:00,65,65,,,wait
10,04/27/2013 16:58:00,04/27/2013 17:08:00,65,44,C,,trip
9,04/27/2013 17:08:00,04/27/2013 17:17:00,44,44,,,wait
9,04/27/2013 17:17:00,04/27/2013 17:26:00,44,113,R,M,trip
46,04/27/2013 17:26:00,04/27/2013 18:12:00,113,113,,,wait
31,04/27/2013 18:12:00,04/27/2013 18:43:00,113,62,R,M,trip
15,04/27/2013 18:43:00,04/27/2013 18:58:00,62,62,,,wait
42,04/27/2013 18:58:00,04/27/2013 19:40:00,62,30,C,,trip
1117,04/27/2013 19:40:00,04/28/2013 14:17:00,30,76,,,wait
70,04/28/2013 14:17:00,04/28/2013 15:27:00,76,74,C,,trip
113,04/28/2013 15:27:00,04/28/2013 17:20:00,74,74,,,wait
27,04/28/2013 17:20:00,04/28/2013 17:47:00,74,16,C,,trip
115,04/28/2013 17:47:00,04/28/2013 19:42:00,16,16,,,wait
4,04/28/2013 19:42:00,04/28/2013 19:46:00,16,25,R,M,trip
637,04/28/2013 19:46:00,04/29/2013 06:23:00,25,25,,,wait
12,04/29/2013 06:23:00,04/29/2013 06:35:00,25,14,R,F,trip
246,04/29/2013 06:35:00,04/29/2013 10:41:00,14,14,,,wait
4,04/29/2013 10:41:00,04/29/2013 10:45:00,14,32,R,M,trip
60,04/29/2013 10:45:00,04/29/2013 11:45:00,32,32,,,wait
6,04/29/2013 11:45:00,04/29/2013 11:51:00,32,3,R,M,trip
346,04/29/2013 11:51:00,04/29/2013 17:37:00,3,3,,,wait
20,04/29/2013 17:37:00,04/29/2013 17:57:00,3,22,R,F,trip
818,04/29/2013 17:57:00,04/30/2013 07:35:00,22,22,,,wait
9,04/30/2013 07:35:00,04/30/2013 07:44:00,22,113,R,M,trip
27,04/30/2013 07:44:00,04/30/2013 08:11:00,113,113,,,wait
5,04/30/2013 08:11:00,04/30/2013 08:16:00,113,58,R,M,trip
2,04/30/2013 08:16:00,04/30/2013 08:18:00,58,58,,,wait
7,04/30/2013 08:18:00,04/30/2013 08:25:00,58,72,R,F,trip
191,04/30/2013 08:25:00,04/30/2013 11:36:00,72,72,,,wait
10,04/30/2013 11:36:00,04/30/2013 11:46:00,72,78,C,,trip
1210,04/30/2013 11:46:00,05/01/2013 07:56:00,78,78,,,wait
13,05/01/2013 07:56:00,05/01/2013 08:09:00,78,128,R,F,trip
578,05/01/2013 08:09:00,05/01/2013 17:47:00,128,99,,,wait
27,05/01/2013 17:47:00,05/01/2013 18:14:00,99,113,C,,trip
68,05/01/2013 18:14:00,05/01/2013 19:22:00,113,113,,,wait
14,05/01/2013 19:22:00,05/01/2013 19:36:00,113,45,R,M,trip
651,05/01/2013 19:36:00,05/02/2013 06:27:00,45,45,,,wait
13,05/02/2013 06:27:00,05/02/2013 06:40:00,45,26,R,M,trip
38,05/02/2013 06:40:00,05/02/2013 07:18:00,26,26,,,wait
6,05/02/2013 07:18:00,05/02/2013 07:24:00,26,21,R,M,trip
24,05/02/2013 07:24:00,05/02/2013 07:48:00,21,21,,,wait
6,05/02/2013 07:48:00,05/02/2013 07:54:00,21,33,R,M,trip
22,05/02/2013 07:54:00,05/02/2013 08:16:00,33,33,,,wait
21,05/02/2013 08:16:00,05/02/2013 08:37:00,33,112,R,M,trip
383,05/02/2013 08:37:00,05/02/2013 15:00:00,112,112,,,wait
2,05/02/2013 15:00:00,05/02/2013 15:02:00,112,48,R,F,trip
22,05/02/2013 15:02:00,05/02/2013 15:24:00,48,48,,,wait
12,05/02/2013 15:24:00,05/02/2013 15:36:00,48,26,R,M,trip
391,05/02/2013 15:36:00,05/02/2013 22:07:00,26,57,,,wait
9,05/02/2013 22:07:00,05/02/2013 22:16:00,57,27,R,M,trip
675,05/02/2013 22:16:00,05/03/2013 09:31:00,27,27,,,wait
5,05/03/2013 09:31:00,05/03/2013 09:36:00,27,14,R,M,trip
376,05/03/2013 09:36:00,05/03/2013 15:52:00,14,14,,,wait
20,05/03/2013 15:52:00,05/03/2013 16:12:00,14,114,R,M,trip
52,05/03/2013 16:12:00,05/03/2013 17:04:00,114,64,,,wait
17,05/03/2013 17:04:00,05/03/2013 17:21:00,64,114,R,M,trip
131,05/03/2013 17:21:00,05/03/2013 19:32:00,114,48,,,wait
4,05/03/2013 19:32:00,05/03/2013 19:36:00,48,40,R,M,trip
1133,05/03/2013 19:36:00,05/04/2013 14:29:00,40,40,,,wait
5,05/04/2013 14:29:00,05/04/2013 14:34:00,40,48,R,M,trip
77,05/04/2013 14:34:00,05/04/2013 15:51:00,48,48,,,wait
8,05/04/2013 15:51:00,05/04/2013 15:59:00,48,54,C,,trip
28,05/04/2013 15:59:00,05/04/2013 16:27:00,54,54,,,wait
3,05/04/2013 16:27:00,05/04/2013 16:30:00,54,112,R,M,trip
59,05/04/2013 16:30:00,05/04/2013 17:29:00,112,112,,,wait
6,05/04/2013 17:29:00,05/04/2013 17:35:00,112,114,R,M,trip
10,05/04/2013 17:35:00,05/04/2013 17:45:00,114,114,,,wait
18,05/04/2013 17:45:00,05/04/2013 18:03:00,114,91,R,F,trip
876,05/04/2013 18:03:00,05/05/2013 08:39:00,91,91,,,wait
20,05/05/2013 08:39:00,05/05/2013 08:59:00,91,70,C,,trip
148,05/05/2013 08:59:00,05/05/2013 11:27:00,70,131,,,wait
16,05/05/2013 11:27:00,05/05/2013 11:43:00,131,74,R,F,trip
118,05/05/2013 11:43:00,05/05/2013 13:41:00,74,74,,,wait
8,05/05/2013 13:41:00,05/05/2013 13:49:00,74,79,C,,trip
20,05/05/2013 13:49:00,05/05/2013 14:09:00,79,79,,,wait
11,05/05/2013 14:09:00,05/05/2013 14:20:00,79,139,C,,trip
1386,05/05/2013 14:20:00,05/06/2013 13:26:00,139,139,,,wait
18,05/06/2013 13:26:00,05/06/2013 13:44:00,139,91,R,M,trip
213,05/06/2013 13:44:00,05/06/2013 17:17:00,91,91,,,wait
16,05/06/2013 17:17:00,05/06/2013 17:33:00,91,10,R,M,trip
117,05/06/2013 17:33:00,05/06/2013 19:30:00,10,10,,,wait
12,05/06/2013 19:30:00,05/06/2013 19:42:00,10,91,R,M,trip
35,05/06/2013 19:42:00,05/06/2013 20:17:00,91,91,,,wait
4,05/06/2013 20:17:00,05/06/2013 20:21:00,91,95,R,M,trip
50,05/06/2013 20:21:00,05/06/2013 21:11:00,95,95,,,wait
12,05/06/2013 21:11:00,05/06/2013 21:23:00,95,114,R,F,trip
615,05/06/2013 21:23:00,05/07/2013 07:38:00,114,114,,,wait
11,05/07/2013 07:38:00,05/07/2013 07:49:00,114,24,R,M,trip
56,05/07/2013 07:49:00,05/07/2013 08:45:00,24,24,,,wait
23,05/07/2013 08:45:00,05/07/2013 09:08:00,24,91,R,M,trip
592,05/07/2013 09:08:00,05/07/2013 19:00:00,91,40,,,wait
26,05/07/2013 19:00:00,05/07/2013 19:26:00,40,74,C,,trip
37,05/07/2013 19:26:00,05/07/2013 20:03:00,74,74,,,wait
6,05/07/2013 20:03:00,05/07/2013 20:09:00,74,68,R,M,trip
213,05/07/2013 20:09:00,05/07/2013 23:42:00,68,68,,,wait
10,05/07/2013 23:42:00,05/07/2013 23:52:00,68,88,R,M,trip
523,05/07/2013 23:52:00,05/08/2013 08:35:00,88,88,,,wait
25,05/08/2013 08:35:00,05/08/2013 09:00:00,88,30,R,M,trip
115,05/08/2013 09:00:00,05/08/2013 10:55:00,30,30,,,wait
5,05/08/2013 10:55:00,05/08/2013 11:00:00,30,34,R,M,trip
218,05/08/2013 11:00:00,05/08/2013 14:38:00,34,34,,,wait
2,05/08/2013 14:38:00,05/08/2013 14:40:00,34,45,R,M,trip
12,05/08/2013 14:40:00,05/08/2013 14:52:00,45,45,,,wait
4,05/08/2013 14:52:00,05/08/2013 14:56:00,45,62,R,M,trip
309,05/08/2013 14:56:00,05/08/2013 20:05:00,62,62,,,wait
24,05/08/2013 20:05:00,05/08/2013 20:29:00,62,18,R,F,trip
700,05/08/2013 20:29:00,05/09/2013 08:09:00,18,18,,,wait
25,05/09/2013 08:09:00,05/09/2013 08:34:00,18,102,R,M,trip
7,05/09/2013 08:34:00,05/09/2013 08:41:00,102,102,,,wait
9,05/09/2013 08:41:00,05/09/2013 08:50:00,102,21,R,M,trip
401,05/09/2013 08:50:00,05/09/2013 15:31:00,21,21,,,wait
52,05/09/2013 15:31:00,05/09/2013 16:23:00,21,21,C,,trip
1656,05/09/2013 16:23:00,05/10/2013 19:59:00,21,131,,,wait
7,05/10/2013 19:59:00,05/10/2013 20:06:00,131,87,R,M,trip
59,05/10/2013 20:06:00,05/10/2013 21:05:00,87,87,,,wait
41,05/10/2013 21:05:00,05/10/2013 21:46:00,87,24,C,,trip
193,05/10/2013 21:46:00,05/11/2013 00:59:00,24,24,,,wait
21,05/11/2013 00:59:00,05/11/2013 01:20:00,24,111,C,,trip
713,05/11/2013 01:20:00,05/11/2013 13:13:00,111,111,,,wait
8,05/11/2013 13:13:00,05/11/2013 13:21:00,111,98,C,,trip
211,05/11/2013 13:21:00,05/11/2013 16:52:00,98,98,,,wait
4,05/11/2013 16:52:00,05/11/2013 16:56:00,98,114,R,M,trip
5,05/11/2013 16:56:00,05/11/2013 17:01:00,114,114,,,wait
5,05/11/2013 17:01:00,05/11/2013 17:06:00,114,98,R,M,trip
380,05/11/2013 17:06:00,05/11/2013 23:26:00,98,98,,,wait
4,05/11/2013 23:26:00,05/11/2013 23:30:00,98,47,R,M,trip
662,05/11/2013 23:30:00,05/12/2013 10:32:00,47,47,,,wait
13,05/12/2013 10:32:00,05/12/2013 10:45:00,47,52,R,M,trip
423,05/12/2013 10:45:00,05/12/2013 17:48:00,52,52,,,wait
6,05/12/2013 17:48:00,05/12/2013 17:54:00,52,46,R,M,trip
41,05/12/2013 17:54:00,05/12/2013 18:35:00,46,46,,,wait
11,05/12/2013 18:35:00,05/12/2013 18:46:00,46,67,R,F,trip
1349,05/12/2013 18:46:00,05/13/2013 17:15:00,67,21,,,wait
10,05/13/2013 17:15:00,05/13/2013 17:25:00,21,14,R,M,trip
6,05/13/2013 17:25:00,05/13/2013 17:31:00,14,14,,,wait
26,05/13/2013 17:31:00,05/13/2013 17:57:00,14,114,R,M,trip
1061,05/13/2013 17:57:00,05/14/2013 11:38:00,114,54,,,wait
26,05/14/2013 11:38:00,05/14/2013 12:04:00,54,66,R,M,trip
1273,05/14/2013 12:04:00,05/15/2013 09:17:00,66,32,,,wait
12,05/15/2013 09:17:00,05/15/2013 09:29:00,32,91,R,M,trip
181,05/15/2013 09:29:00,05/15/2013 12:30:00,91,75,,,wait
9,05/15/2013 12:30:00,05/15/2013 12:39:00,75,74,R,M,trip
6,05/15/2013 12:39:00,05/15/2013 12:45:00,74,74,,,wait
9,05/15/2013 12:45:00,05/15/2013 12:54:00,74,75,R,M,trip
29,05/15/2013 12:54:00,05/15/2013 13:23:00,75,75,,,wait
4,05/15/2013 13:23:00,05/15/2013 13:27:00,75,80,R,M,trip
111,05/15/2013 13:27:00,05/15/2013 15:18:00,80,80,,,wait
5,05/15/2013 15:18:00,05/15/2013 15:23:00,80,75,R,M,trip
196,05/15/2013 15:23:00,05/15/2013 18:39:00,75,75,,,wait
14,05/15/2013 18:39:00,05/15/2013 18:53:00,75,103,R,M,trip
101,05/15/2013 18:53:00,05/15/2013 20:34:00,103,103,,,wait
6,05/15/2013 20:34:00,05/15/2013 20:40:00,103,58,R,M,trip
592,05/15/2013 20:40:00,05/16/2013 06:32:00,58,58,,,wait
23,05/16/2013 06:32:00,05/16/2013 06:55:00,58,73,R,M,trip
104,05/16/2013 06:55:00,05/16/2013 08:39:00,73,73,,,wait
4,05/16/2013 08:39:00,05/16/2013 08:43:00,73,133,R,M,trip
335,05/16/2013 08:43:00,05/16/2013 14:18:00,133,133,,,wait
26,05/16/2013 14:18:00,05/16/2013 14:44:00,133,5,R,M,trip
73,05/16/2013 14:44:00,05/16/2013 15:57:00,5,5,,,wait
25,05/16/2013 15:57:00,05/16/2013 16:22:00,5,131,C,,trip
209,05/16/2013 16:22:00,05/16/2013 19:51:00,131,131,,,wait
7,05/16/2013 19:51:00,05/16/2013 19:58:00,131,75,R,M,trip
1,05/16/2013 19:58:00,05/16/2013 19:59:00,75,75,,,wait
8,05/16/2013 19:59:00,05/16/2013 20:07:00,75,53,R,F,trip
608,05/16/2013 20:07:00,05/17/2013 06:15:00,53,53,,,wait
13,05/17/2013 06:15:00,05/17/2013 06:28:00,53,99,R,F,trip
404,05/17/2013 06:28:00,05/17/2013 13:12:00,99,99,,,wait
14,05/17/2013 13:12:00,05/17/2013 13:26:00,99,53,R,F,trip
143,05/17/2013 13:26:00,05/17/2013 15:49:00,53,53,,,wait
7,05/17/2013 15:49:00,05/17/2013 15:56:00,53,10,R,M,trip
61,05/17/2013 15:56:00,05/17/2013 16:57:00,10,10,,,wait
12,05/17/2013 16:57:00,05/17/2013 17:09:00,10,36,R,F,trip
1,05/17/2013 17:09:00,05/17/2013 17:10:00,36,36,,,wait
131,05/17/2013 17:10:00,05/17/2013 19:21:00,36,34,C,,trip
1822,05/17/2013 19:21:00,05/19/2013 01:43:00,34,34,,,wait
35,05/19/2013 01:43:00,05/19/2013 02:18:00,34,68,C,,trip
550,05/19/2013 02:18:00,05/19/2013 11:28:00,68,68,,,wait
7,05/19/2013 11:28:00,05/19/2013 11:35:00,68,67,R,F,trip
116,05/19/2013 11:35:00,05/19/2013 13:31:00,67,67,,,wait
8,05/19/2013 13:31:00,05/19/2013 13:39:00,67,67,C,,trip
94,05/19/2013 13:39:00,05/19/2013 15:13:00,67,67,,,wait
13,05/19/2013 15:13:00,05/19/2013 15:26:00,67,91,C,,trip
51,05/19/2013 15:26:00,05/19/2013 16:17:00,91,91,,,wait
11,05/19/2013 16:17:00,05/19/2013 16:28:00,91,78,R,F,trip
1451,05/19/2013 16:28:00,05/20/2013 16:39:00,78,78,,,wait
15,05/20/2013 16:39:00,05/20/2013 16:54:00,78,90,R,M,trip
910,05/20/2013 16:54:00,05/21/2013 08:04:00,90,26,,,wait
8,05/21/2013 08:04:00,05/21/2013 08:12:00,26,22,R,M,trip
1338,05/21/2013 08:12:00,05/22/2013 06:30:00,22,22,,,wait
18,05/22/2013 06:30:00,05/22/2013 06:48:00,22,115,R,F,trip
56,05/22/2013 06:48:00,05/22/2013 07:44:00,115,115,,,wait
13,05/22/2013 07:44:00,05/22/2013 07:57:00,115,99,R,F,trip
5,05/22/2013 07:57:00,05/22/2013 08:02:00,99,99,,,wait
11,05/22/2013 08:02:00,05/22/2013 08:13:00,99,103,R,M,trip
10,05/22/2013 08:13:00,05/22/2013 08:23:00,103,103,,,wait
8,05/22/2013 08:23:00,05/22/2013 08:31:00,103,43,R,M,trip
503,05/22/2013 08:31:00,05/22/2013 16:54:00,43,43,,,wait
4,05/22/2013 16:54:00,05/22/2013 16:58:00,43,40,R,M,trip
2,05/22/2013 16:58:00,05/22/2013 17:00:00,40,40,,,wait
5,05/22/2013 17:00:00,05/22/2013 17:05:00,40,111,R,M,trip
28,05/22/2013 17:05:00,05/22/2013 17:33:00,111,111,,,wait
16,05/22/2013 17:33:00,05/22/2013 17:49:00,111,22,R,M,trip
3,05/22/2013 17:49:00,05/22/2013 17:52:00,22,22,,,wait
23,05/22/2013 17:52:00,05/22/2013 18:15:00,22,87,R,M,trip
1442,05/22/2013 18:15:00,05/23/2013 18:17:00,87,87,,,wait
6,05/23/2013 18:17:00,05/23/2013 18:23:00,87,130,R,M,trip
82,05/23/2013 18:23:00,05/23/2013 19:45:00,130,88,,,wait
6,05/23/2013 19:45:00,05/23/2013 19:51:00,88,88,R,M,trip
792,05/23/2013 19:51:00,05/24/2013 09:03:00,88,88,,,wait
18,05/24/2013 09:03:00,05/24/2013 09:21:00,88,112,R,M,trip
20,05/24/2013 09:21:00,05/24/2013 09:41:00,112,112,,,wait
5,05/24/2013 09:41:00,05/24/2013 09:46:00,112,64,R,M,trip
285,05/24/2013 09:46:00,05/24/2013 14:31:00,64,112,,,wait
21,05/24/2013 14:31:00,05/24/2013 14:52:00,112,36,C,,trip
496,05/24/2013 14:52:00,05/24/2013 23:08:00,36,31,,,wait
9,05/24/2013 23:08:00,05/24/2013 23:17:00,31,40,R,M,trip
467,05/24/2013 23:17:00,05/25/2013 07:04:00,40,40,,,wait
8,05/25/2013 07:04:00,05/25/2013 07:12:00,40,31,R,M,trip
503,05/25/2013 07:12:00,05/25/2013 15:35:00,31,31,,,wait
8,05/25/2013 15:35:00,05/25/2013 15:43:00,31,40,R,M,trip
916,05/25/2013 15:43:00,05/26/2013 06:59:00,40,40,,,wait
9,05/26/2013 06:59:00,05/26/2013 07:08:00,40,31,R,M,trip
121,05/26/2013 07:08:00,05/26/2013 09:09:00,31,31,,,wait
16,05/26/2013 09:09:00,05/26/2013 09:25:00,31,58,R,M,trip
285,05/26/2013 09:25:00,05/26/2013 14:10:00,58,58,,,wait
23,05/26/2013 14:10:00,05/26/2013 14:33:00,58,45,R,F,trip
1323,05/26/2013 14:33:00,05/27/2013 12:36:00,45,45,,,wait
31,05/27/2013 12:36:00,05/27/2013 13:07:00,45,17,C,,trip
312,05/27/2013 13:07:00,05/27/2013 18:19:00,17,17,,,wait
14,05/27/2013 18:19:00,05/27/2013 18:33:00,17,34,R,M,trip
181,05/27/2013 18:33:00,05/27/2013 21:34:00,34,34,,,wait
6,05/27/2013 21:34:00,05/27/2013 21:40:00,34,33,R,M,trip
17,05/27/2013 21:40:00,05/27/2013 21:57:00,33,33,,,wait
17,05/27/2013 21:57:00,05/27/2013 22:14:00,33,39,R,F,trip
475,05/27/2013 22:14:00,05/28/2013 06:09:00,39,39,,,wait
10,05/28/2013 06:09:00,05/28/2013 06:19:00,39,11,R,M,trip
51,05/28/2013 06:19:00,05/28/2013 07:10:00,11,11,,,wait
5,05/28/2013 07:10:00,05/28/2013 07:15:00,11,30,R,M,trip
32,05/28/2013 07:15:00,05/28/2013 07:47:00,30,30,,,wait
3,05/28/2013 07:47:00,05/28/2013 07:50:00,30,11,R,M,trip
73,05/28/2013 07:50:00,05/28/2013 09:03:00,11,26,,,wait
8,05/28/2013 09:03:00,05/28/2013 09:11:00,26,42,R,M,trip
118,05/28/2013 09:11:00,05/28/2013 11:09:00,42,42,,,wait
23,05/28/2013 11:09:00,05/28/2013 11:32:00,42,20,C,,trip
79,05/28/2013 11:32:00,05/28/2013 12:51:00,20,20,,,wait
5,05/28/2013 12:51:00,05/28/2013 12:56:00,20,22,R,M,trip
363,05/28/2013 12:56:00,05/28/2013 18:59:00,22,22,,,wait
6,05/28/2013 18:59:00,05/28/2013 19:05:00,22,31,R,M,trip
11,05/28/2013 19:05:00,05/28/2013 19:16:00,31,31,,,wait
8,05/28/2013 19:16:00,05/28/2013 19:24:00,31,22,R,M,trip
1,05/28/2013 19:24:00,05/28/2013 19:25:00,22,22,,,wait
109,05/28/2013 19:25:00,05/28/2013 21:14:00,22,45,R,F,trip
2162,05/28/2013 21:14:00,05/30/2013 09:16:00,45,45,,,wait
16,05/30/2013 09:16:00,05/30/2013 09:32:00,45,48,R,M,trip
197,05/30/2013 09:32:00,05/30/2013 12:49:00,48,48,,,wait
6,05/30/2013 12:49:00,05/30/2013 12:55:00,48,64,R,M,trip
35,05/30/2013 12:55:00,05/30/2013 13:30:00,64,64,,,wait
8,05/30/2013 13:30:00,05/30/2013 13:38:00,64,54,R,M,trip
23,05/30/2013 13:38:00,05/30/2013 14:01:00,54,54,,,wait
8,05/30/2013 14:01:00,05/30/2013 14:09:00,54,21,R,M,trip
86,05/30/2013 14:09:00,05/30/2013 15:35:00,21,21,,,wait
6,05/30/2013 15:35:00,05/30/2013 15:41:00,21,45,R,M,trip
96,05/30/2013 15:41:00,05/30/2013 17:17:00,45,45,,,wait
29,05/30/2013 17:17:00,05/30/2013 17:46:00,45,45,R,M,trip
9,05/30/2013 17:46:00,05/30/2013 17:55:00,45,45,,,wait
5,05/30/2013 17:55:00,05/30/2013 18:00:00,45,11,R,M,trip
69,05/30/2013 18:00:00,05/30/2013 19:09:00,11,11,,,wait
28,05/30/2013 19:09:00,05/30/2013 19:37:00,11,71,R,M,trip
794,05/30/2013 19:37:00,05/31/2013 08:51:00,71,71,,,wait
14,05/31/2013 08:51:00,05/31/2013 09:05:00,71,72,R,M,trip
