duration,start_date,strt_statn,end_statn,subsc_type,zip_code,age,gender,ID
24,11/1/2013 20:01:00,25,94,C,,,,1497969
8,11/1/2013 20:41:00,94,99,R,'02215,,M,1498079
49,11/2/2013 00:59:00,99,53,C,,,,1498544
4,11/2/2013 11:34:00,53,67,R,'02215,,M,1499615
25,11/2/2013 13:19:00,67,5,R,'02139,,M,1500368
10,11/2/2013 15:34:00,5,67,R,'02139,,M,1501355
15,11/3/2013 21:52:00,67,71,R,'02143,,M,1505065
10,11/4/2013 06:36:00,71,73,R,'02143,,F,1505287
11,11/4/2013 10:13:00,73,128,R,'02139,,M,1506268
2,11/4/2013 14:54:00,128,80,R,'02138,,M,1506939
22,11/4/2013 16:17:00,80,140,R,'02144,,M,1507149
3,11/4/2013 17:39:00,140,142,R,'02144,,M,1507634
3,11/5/2013 08:06:00,142,139,R,'02144,,M,1508947
13,11/5/2013 08:35:00,139,95,C,,,,1509174
8,11/5/2013 08:58:00,95,67,R,'02141,,M,1509360
5,11/5/2013 13:08:00,75,80,R,'02139,,M,1510147
4,11/5/2013 13:26:00,80,75,C,,,,1510197
15,11/5/2013 15:00:00,75,102,R,'02199,,M,1510477
3,11/5/2013 15:36:00,102,26,R,'02118,,M,1510582
6,11/5/2013 17:22:00,26,16,C,,,,1511184
17,11/6/2013 06:46:00,16,128,R,'02110,,M,1512502
12,11/6/2013 07:48:00,128,78,R,'02130,,F,1512736
15,11/6/2013 09:55:00,78,70,R,'02143,,F,1513551
14,11/6/2013 14:59:00,70,9,R,'02446,,M,1514416
20,11/6/2013 16:18:00,9,114,R,'04032,,M,1514700
11,11/7/2013 08:56:00,114,64,R,'02451,,M,1517291
4,11/7/2013 14:43:00,64,48,R,'02116,,F,1517973
27,11/7/2013 16:22:00,48,127,R,'02446,,M,1518105
6,11/8/2013 01:13:00,127,86,R,'02123,,M,1519125
13,11/8/2013 08:13:00,86,131,R,'02445,,M,1519604
10,11/8/2013 08:37:00,131,128,R,'02445,,M,1519773
20,11/8/2013 09:02:00,128,128,C,,,,1519950
6,11/8/2013 10:40:00,128,84,R,'02142,,M,1520308
15,11/8/2013 17:37:00,84,128,C,,,,1521871
14,11/8/2013 17:59:00,128,36,R,'02134,,M,1522016
8,11/9/2013 00:41:00,36,21,C,,,,1522737
12,11/9/2013 07:39:00,21,113,R,'02115,,F,1522977
11,11/9/2013 14:32:00,113,103,R,'02114,,M,1523978
6,11/9/2013 16:17:00,103,4,R,'02118,,M,1524322
26,11/9/2013 18:59:00,4,143,R,'02139,,M,1524699
28,11/10/2013 18:19:00,143,54,R,'02139,,F,1526999
10,11/11/2013 10:29:00,47,90,R,'02109,,M,1528270
7,11/11/2013 11:48:00,90,91,R,'01746,,M,1528464
11,11/11/2013 17:34:00,91,99,R,'02128,,M,1529701
13,11/11/2013 18:11:00,99,75,R,'02118,,F,1529890
13,11/11/2013 19:08:00,75,57,R,'02118,,F,1530124
18,11/13/2013 15:44:00,90,55,R,'02141,,M,1534459
7,11/13/2013 16:58:00,55,32,R,'02215,,M,1534684
12,11/13/2013 18:51:00,32,36,R,'02115,,F,1535236
11,11/14/2013 02:09:00,36,90,R,'02134,,M,1535731
30,11/14/2013 08:34:00,94,74,R,'02129,,F,1536261
13,11/14/2013 10:41:00,74,91,R,'02141,,M,1536747
2,11/14/2013 11:00:00,91,80,R,'02139,,M,1536782
5,11/14/2013 18:39:00,67,91,R,'02139,,M,1538325
9,11/14/2013 19:09:00,91,53,R,'02215,,M,1538456
4,11/14/2013 22:43:00,53,67,R,'02139,,M,1538886
6,11/14/2013 23:12:00,67,33,R,'02215,,M,1538911
2,11/15/2013 02:27:00,33,45,R,'02215,,M,1539005
17,11/15/2013 08:42:00,45,70,R,'02215,,M,1539624
20,11/15/2013 15:21:00,70,45,R,'02215,,M,1541067
7,11/15/2013 17:16:00,45,46,R,'02115,,F,1541739
22,11/15/2013 17:31:00,46,45,C,,,,1541854
16,11/15/2013 19:07:00,45,54,R,'02115,,M,1542332
7,11/15/2013 22:31:00,49,16,R,'01760,,M,1542804
3,11/16/2013 13:31:00,16,50,R,'02118,,M,1544062
12,11/16/2013 14:10:00,50,64,R,'02199,,M,1544241
3,11/17/2013 12:52:00,64,64,R,'02446,,F,1546982
8,11/17/2013 14:51:00,64,54,R,'02210,,M,1547449
29,11/17/2013 18:07:00,54,54,C,,,,1547852
10,11/17/2013 19:23:00,54,36,R,'02130,,F,1547976
19,11/17/2013 19:35:00,36,125,R,'02130,,F,1547999
12,11/17/2013 19:55:00,125,120,R,'02130,,F,1548025
5,11/18/2013 07:31:00,120,122,R,'02130,,F,1548312
10,11/18/2013 10:23:00,122,14,R,'02467,,M,1548933
24,11/18/2013 15:51:00,14,6,R,'02108,,F,1549827
12,11/18/2013 16:47:00,6,16,R,'02481,,M,1550040
22,11/18/2013 17:06:00,16,121,R,'02130,,M,1550151
4,11/21/2013 08:34:00,16,21,R,'02356,,M,1557039
14,11/21/2013 16:36:00,21,114,R,'01930,,M,1558141
15,11/21/2013 18:05:00,48,47,R,'01867,,M,1558543
18,11/22/2013 01:26:00,47,27,R,'02123,,M,1559181
14,11/22/2013 11:37:00,27,63,R,'02123,,M,1559575
11,11/22/2013 13:39:00,63,12,R,'02123,,M,1559665
12,11/22/2013 14:22:00,46,27,C,,,,1559705
14,11/22/2013 16:32:00,27,124,C,,,,1559907
