origdest,dist,time,speed,polyline,trips
054140,6.2,36.5,10.2,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@@VGEMKESCOM_@c@]_@Em@DWEQIEIAo@eBg@mEy@mDk@k@GY@m@Lc@VgAf@YRa@Fi@Ai@G[AWKw@]mA_Au@q@]e@kA{BsAaCo@g@iDkA_EaBWOy@eAmBcCICW[}@nBmGrOw@jBWl@oAiAi@e@eAcAuBmBk@nAUn@Id@E\aBrM_@vCKh@EP?LxBlBL\PVTDJL@`@MjB?f@gAbPqCpb@k@nJk@bIoCna@gA`PeAjQS`C_BrBsDzEwLtOgItKuEbGa@h@{BiDwAkBYYm@YwAi@eFmBYtBo@vEc@|CkAxIY`Bw@|C{@vBkAlCw@dBMKQGK?[TcAz@_JlH}FlFqBjB_FhFmAxAkAs@eF}CSOy@k@gAm@gBkAgBcA{BuAwA_AeXcPkAw@_@V,3
054141,6.42,37.0,10.4,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@@VGEMKESCOM_@c@]_@Em@DWEQIEIAo@eBg@mEy@mDk@k@GY@m@Lc@VgAf@YRa@Fi@Ai@G[AWKw@]mA_Au@q@]e@kA{BsAaCo@g@iDkA_EaBWOy@eAmBcCICW[}@nBmGrOw@jBWl@oAiAi@e@eAcAuBmBk@nAUn@Id@E\aBrM_@vCKh@EP?LxBlBL\PVTDJL@`@MjB?f@gAbPqCpb@k@nJk@bIoCna@gA`PeAjQS`C_BrBsDzEwLtOgItKuEbGa@h@{BiDwAkBYYm@YwAi@eFmBYtBo@vEc@|CkAxIY`Bw@|C{@vBkAlCw@dBMKQGK?[TcAz@_JlH}FlFqBjB_FhFmAxAkAs@eF}CSOy@k@gAm@gBkAgBcA{BuAwA_AiKkGIECHmBpH{E~PEHEFO[_@s@i@{@iC_EOSu@k@A[,8
054142,6.85,39.4,10.4,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@@VGEMKESCOM_@c@]_@Em@DWEQIEIAo@eBg@mEy@mDk@k@GY@m@Lc@VgAf@YRa@Fi@Ai@G[AWKw@]mA_Au@q@]e@kA{BsAaCo@g@iDkA_EaBWOy@eAmBcCICW[}@nBmGrOw@jBWl@oAiAi@e@eAcAuBmBk@nAUn@Id@E\aBrM_@vCKh@EP?LxBlBL\PVTDJL@`@MjB?f@gAbPqCpb@k@nJk@bIoCna@gA`PeAjQS`C_BrBsDzEwLtOgItKuEbGa@h@{BiDwAkBYYm@YwAi@eFmBYtBo@vEc@|CkAxIY`Bw@|C{@vBkAlCw@dBMKQGK?[TcAz@_JlH}FlFqBjB_FhFmAxAkAs@eF}CSOy@k@gAm@gBkAgBcA{BuAwA_AeXcPkAw@u@jDs@zCeAnEGl@KhCC^UAKHGTG\D`@FNRRaA|A]p@Uj@]rAUzAUpAYbAs@hBo@hAqA~As@bAc@|@_AzBgBbFGE,2
054143,5.0,29.7,10.1,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@@VGEMKESCOM_@c@]_@Em@DWEQIEIAo@eBg@mEy@mDk@k@GY@m@Lc@VgAf@YRa@Fi@Ai@G[AWKw@]mA_Au@q@]e@kA{BsAaCo@g@iDkA_EaBWOy@eAmBcCICW[}@nBmGrOw@jBWl@oAiAi@e@eAcAuBmBk@nAUn@Id@E\aBrM_@vCKh@EP?LxBlBL\PVTDJL@`@MjB?f@gAbPsArSi@hImCa@e@hBGXMRMh@_AnD]vAEHoBhC_AnAoCz@qFfBaAXuAVk@Bc@GGVkAbD_CdJ{BvI_CtIQp@In@INMl@IZSb@IHeA~@]RuDxBSJKNQ^y@dAmE~DwGhGcAxDuBlIgGvViBtH_A|BaA~BmBkA{@i@sAbCmAdCoGyD,25
054144,6.46,36.9,10.5,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@@VGEMKESCOM_@c@]_@Em@DWEQIEIAo@eBg@mEy@mDk@k@GY@m@Lc@VgAf@YRa@Fi@Ai@G[AWKw@]mA_Au@q@]e@kA{BsAaCo@g@iDkA_EaBWOy@eAmBcCICW[}@nBmGrOw@jBWl@oAiAi@e@eAcAuBmBk@nAUn@Id@E\aBrM_@vCKh@EP?LxBlBL\PVTDJL@`@MjB?f@gAbPqCpb@k@nJk@bIoCna@gA`PeAjQS`C_BrBsDzEwLtOgItKsHtJ}O|SoE`GqFhH{CxDsAXu@ScGvM]p@QV[NOTGXCVAHGXOJc@Pe@XeCdCa@b@m@~@w@|Ag@rA_CjGUr@S^]l@mCbDkBxBmHrIwKhMkD~DiByBsFoGkDaEeE}EOFw@X]LmFdB,1
054145,5.76,32.7,10.6,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@@VGEMKESCOM_@c@]_@Em@DWEQIEIAo@eBg@mEy@mDk@k@GY@m@Lc@VgAf@YRa@Fi@Ai@G[AWKw@]mA_Au@q@]e@kA{BsAaCo@g@iDkA_EaBWOy@eAmBcCICW[}@nBmGrOw@jBWl@oAiAi@e@eAcAuBmBk@nAUn@Id@E\aBrM_@vCKh@EP?LxBlBL\PVTDJL@`@MjB?f@gAbPqCpb@k@nJk@bIoCna@gA`PeAjQS`C_BrBsDzEwLtOgItKuEbGa@h@{BiDwAkBYYm@YwAi@eFmBYtBo@vEc@|CkAxIY`Bw@|C{@vBkAlCw@dBMKQGK?[TcAz@_JlH}FlFqBjB_FhF{AhB]f@eA`AqDdDoAv@aCnAECECi@o@V{@,3
055056,1.85,14.2,7.8,a}maGjk{pLG[BI?MAK`Ac@tAk@|H{CzF{Bf@WRM`@w@V_@xC}EVMlBcDNNHILDFKRPRHNHHEHa@VWLGl@Dt@VDFDXHV^j@NXD\xAtBLHF?dB{Cd@r@~BjEx@bBnAxBhBlDx@|AJONKBEBKJST[p@e@\[Pk@Ji@d@{ARe@?Gb@kBLo@d@iBVaBLa@Xi@^g@HQJi@DQVg@l@s@FKLH\^jC|BtDnCtEtDxC|BfBjAVJT?^?t@JNcCTmA\sDRaALa@Ta@,184
055057,0.66,5.6,7.0,a}maGjk{pLG[BI?MAK`Ac@tAk@|H{CzF{Bf@WRM`@w@V_@xC}EVMlBcDq@cA_@q@AQAa@DE|AgCp@iA^k@p@z@NR,1070
055058,1.49,10.0,8.9,a}maGjk{pLG[BI?MWoA_@eC_AcFMMIo@qAqHkBgK_DpAgFnBkFrBqAd@gBp@kA{Gy@uEgAgGe@oCI@AEYuAG?a@PMFZnBZ`Bc@Ru@aEmBwK{@}EKa@Y_Ay@}AIQRmA@_@Ce@GUCs@BEB@@n@A?Ei@?WHq@La@NYHMXUHGB@ADUNKD?IRSh@Q,762
055059,1.72,12.1,8.5,a}maGjk{pLG[BI?MWoA_@eC_AcFMMIo@qAqHaDsQcBmJcByJcBmJqBmL{BcMA[eBaNWwB?a@?oBLsGRyGB_CEqA_@iKIuC@iBDoBLsBPcCLf@NXd@x@h@n@n@h@j@Z|@Z,243
055060,1.89,13.1,8.7,a}maGjk{pLG[BI?MWoA_@eC_AcFMMIo@qAqHkBgK_DpAgFnBkFrBqAd@gBp@kA{Gy@uEgAgGe@oCI@AEYuAG?a@PMFZnBZ`Bc@Ru@aEmBwK{@}EKa@Y_Ay@}AIQRmA@_@Ce@GUQMIM?QMc@a@]]Gi@@W?[KGIAW?YKEyAa@oB]gEw@oBWq@FUFYN_@RWJAFADEDON?DRd@BEAEO[Om@Kq@Gy@?y@Du@CIEBCl@FBZBGOI[?]A[@O@MJSGYADENGTW|@AX,260
055061,0.29,2.0,8.9,a}maGjk{pLG[BI?MWoA_@eC_AcFMMIo@qAqHy@mE,256
055062,1.86,9.6,11.6,a}maGjk{pLG[BI?MAK`Ac@tAk@|H{CzF{Bf@WRM`@w@V_@f@y@^f@jC`DLHLFdAxAn@hAZt@hBhGrAdFf@dBh@vAzAtF^dAvA|EnB|G`GhSdArDx@fDt@vBaB`GqBbH{ApF_BpFq@|AyIxQy@hBMb@Gh@,158
055063,2.21,17.3,7.7,a}maGjk{pLG[BI?MWoA_@eC_AcFxIoDd@uFZoERq@jHwLjCmEj@cAKMNUHOUU]eA@A?A@A?C?EEEAAA?A?FWW[JKCOa@{Bk@kDpAk@z@w@`DcDfAuA{AeCh@q@lBcChB}BRUTy@Ho@HSRo@Ja@KUq@oAUe@c@wAaAmDe@yA_@o@s@eAwAkBW]d@q@HSt@kDm@{@g@o@gA_Bu@cAQa@QQIGeD_AlAgJt@oFHi@t@iMHSBYD[Pe@FIhAy@Dq@HW]Bc@J_@Fq@@gCD^wC,91
055064,2.16,15.3,8.5,a}maGjk{pLG[BI?MWoA_@eC_AcFMMIo@qAqHaDsQcBmJcByJcBmJqBmL{BcMA[eBaNWwB?a@?oBLsGRyGB_CEqA_@iKIuC@iBDoBLsBPcC`@yBHo@?MAW\aCV_BSGgB{@m@k@SSMOU_@Ue@oBeFvC_DnBsBZ{@hCsIjAuB,73
055065,3.27,22.3,8.8,a}maGjk{pLG[BI?MWoA_@eC_AcFMMIo@qAqHaDsQcBmJcByJcBmJqBmL{BcMA[eBaNWwB?a@?oBLsGRyGB_CEqA_@iKIuC@iBDoBLsBPcC`@yBHo@?MAW\aCV_BSGgB{@UOEEBMH_@JYLUh@yARQ^cA|@yBr@qBj@uAjBmFlBsF|@eCbA{Cz@aC`DaJzAuDjBcE,52
055066,3.03,19.1,9.5,a}maGjk{pLf@nCRhADRgAb@_@RIHGTCZ@fL?|@?l@B~GHZNR`CjChAnA\b@Tn@dC~NhBlKL\VRS|@GNwAnCUh@MOECID}@pBO^ORu@~@MJgA`@_Bl@nAbH\|B|ClQvGz^~@~E~DtT|CvPPx@FZQNIJIN{@jB{BxEyBxE{@tBcAfC{AbEe@~@g@~@i@t@s@x@u@l@eCdB`@z@Xl@h@|@`BxBd@p@FNJn@En@{@bFqBbLI@S|@?FO\_@d@sCpDiAlAI_AIu@UaA{AaEFE,217
055067,0.89,11.0,4.8,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@mA^wLrEeSbI}CpAf@xBr@xC,2021
055068,1.55,13.8,6.7,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@mA^wLrEeSbI_E`BoAj@q@^w@j@u@v@iA~AoClFwEjJwDlHkGhMgGtL,554
055069,2.06,14.0,8.8,a}maGjk{pLf@nCRhADRgAb@_@RIHGTCZ@fL?|@?l@B~GHZNR`CjChAnA\b@Tn@dC~NhBlKL\VRS|@GNwAnCUh@MOECID}@pBO^ORu@~@MJgA`@_Bl@nAbH\|B|ClQvGz^~@~E~DtT|CvPbAdFz@vF,393
055070,3.45,20.2,10.3,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@[H?UaAVCQEBT|CL~BVfDn@|Cd@rAb@dADTAR?\^nA`@nBBr@GtDKnACnBQzIy@vVq@tU?v@QrCWzA?TBfA?d@IhAKn@Oj@ExAHnAA`@It@E@GEQ?CJCPGpABJJXJnA@x@CnBKlA_@~Bo@vBoCdGsAlCk@xAsA|By@|@y@l@{@\y@Zu@FaBFsAIy@GeFiAeD_AsB]_B?iEXq@B}Iz@u@Fo@@oA@o@A[CiC?cD?{@ByAHg@Ji@Ry@h@m@f@e@j@OTKVsE_FGGi@o@g@fAUl@WtASfBGbACbDXlHG~AQhBQMG?G@WH_B^y@Za@DMZMIyFkEBOFWFC,150
055071,3.1,23.5,7.9,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@mA^wLrEeSbI_E`BoAj@q@^w@j@u@v@iA~AoClFwEjJwDlH{@dB{Ag@EhACFMJwJyEeCiAuDkB}FkCwEyBsBeAoBhCmGfIkF~G_JhLoDxEgHbJcRnV_DyEiAqAQK}IiDy@`G,94
055072,2.35,16.0,8.8,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@mA^wLrEm@ToOhGCQAY}I{_@mHg[a@iBOe@MwACmA@wCCwBIq@Om@Wi@]g@[Uc@Su@Mi@G{De@MSAYEKkCeCiCeCeAaAMZo@|AOZHJBB?DELOb@TL|BxBz@r@j@Z^Lt@NrAVbC\L@?R?HB\HZP\PZFZc@|MEpBC|AQpAQh@]n@KR,185
055073,3.54,20.6,10.3,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@[H?UaAVCQEBT|CL~BVfDn@|Cd@rAb@dADTAR?\^nA`@nBBr@GtDKnACnBQzIy@vVq@tU?v@QrCWzA?TBfA?d@IhAKn@Oj@ExAHnAA`@It@E@GEQ?CJCPGpABJJXJnA@x@CnBKlA_@~Bo@vBoCdGsAlCk@xAsA|By@|@y@l@{@\y@Zu@FaBFsAIy@GeFiAeD_AsB]_B?iEXq@B}Iz@u@Fo@@oA@o@A[CiC?cD?{@ByAHg@Ji@Ry@h@m@f@e@j@OTKVsE_FGGi@o@g@fAUl@WtASfBGbACbDXlHG~AQhBQMG?G@WHSYwAgATm@gDkCcAu@iBwAcDiCeAu@OEJlA\lDe@j@,174
055074,2.5,18.6,8.1,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@mA^wLrEeSbI_E`BoAj@q@^w@j@u@v@iA~AoClFwEjJwDlHkGhMoG`MeDzGiEdImBnDy@fBeAnCsA~DgAfEeCnJUXiA`BIT_FtGiEvFUd@c@tBw@dEc@`CKZAB,631
055075,1.35,12.8,6.3,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@mA^wLrEeSbI_E`BoAj@q@^w@j@u@v@iA~AoClFwEjJwDlHeD|G,841
055076,1.67,14.6,6.9,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@mA^wLrEeSbI_E`BoAj@q@^w@j@u@v@iA~AoClFwEjJwDlHkGhMoG`MeDzGu@vA,508
055077,4.32,29.7,8.7,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@mA^wLrEm@ToOhGCQAY}I{_@mHg[a@iBOe@MwACmA@wCCwBIq@Om@Wi@]g@[Uc@Su@Mi@G{De@MSAYEKkCeCcSkRu@s@KEMCEQcB{Ay@lBCAUNi@lAgBhEGR@LJJRZHf@Ad@Qd@WTUDE?@F@BM?MABL@z@IrAgC[sCg@?f@gAbPsArSi@hImCa@e@hBGXMRMh@_AnD]vAEHoBhC_AnAoCz@qFfBaAXuAVk@Bc@GGVkAbD_CdJ{BvI_CtIQp@In@INMl@IZSb@IHeA~@]RuDxBSJKNQ^y@dAmE~DmCdCwPcK|@uDPq@,34
055078,3.67,24.1,9.1,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@mA^wLrEm@ToOhGCQAY}I{_@mHg[a@iBOe@MwACmA@wCCwBIq@Om@Wi@]g@[Uc@Su@Mi@G{De@MSAYEKkCeCcSkRu@s@KEMCEQcB{Ay@lBCAUNi@lAgBhEGR@LJJRZHf@Ad@Qd@WTUDE?@F@BM?MABL@z@IrAgC[sCg@?f@gAbPsArSi@hImCa@e@hBGXMRMh@_AnD]vAEHoBhC_AnAoCz@qFfBaAXuAVk@Bc@GGVkAbD_CdJ{BvIgChJ,86
055079,2.62,20.8,7.6,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@mA^wLrEeSbI_E`BoAj@q@^w@j@u@v@iA~AoClFwEjJwDlH{@dB{Ag@EhACFMJwJyEeCiAuDkB}FkCwEyBsBeAoBhCmGfIkF~G_JhLoDxEgHbJoGlI,101
055080,1.27,12.2,6.3,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@mA^wLrEeSbI_E`BoAj@q@^w@j@u@v@iA~A]l@KRu@kB}@_CqAiDyAqDy@wBwBgF,459
055081,1.36,9.6,8.5,a}maGjk{pLG[BI?MWoA_@eC_AcFMMIo@qAqHaDsQcBmJcByJcBmJqBmL{BcMA[eBaNWwB?a@?oBLsGRyGB_CEqAGsA,284
055082,2.45,13.3,11.0,a}maGjk{pLG[BI?MAK`Ac@tAk@|H{CzF{Bf@WRM`@w@V_@f@y@^f@jC`DLHLFdAxAn@hAZt@hBhGrAdFf@dBh@vAzAtF^dAvA|EnB|G`GhSdArDx@fD`BtEnC~Kr@jCfArDz@dCV`@JJVh@bAbCRl@F`@Fr@AlJLfDFr@Hh@Rn@h@rAd@nADX^j@x@tAT~@Dd@HxBJ~C?zAAxEBlAHtAN~BGH@lAANMz@e@jAk@b@{BvAq@hAQd@G^WdCSlAMh@,6
055083,1.88,12.7,8.9,a}maGjk{pLG[BI?MAK`Ac@tAk@|H{CzF{Bf@WRM`@w@V_@xC}EVMlBcDzDuGfAaBhCiCxAuA|OoShGgIhDgEzC_E|AqBj@}@v@qAfB}CNYf@i@vI_HtOaMbHuF,56
055084,2.15,15.9,8.1,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@mA^wLrEm@ToOhGCQAY}I{_@mHg[a@iBOe@MwACmA@wCCwBIq@Om@Wi@]g@[Uc@Su@Mi@G{De@MSAYEKkCeCiCeCeAaAMZo@|AOZHJBB?DELOb@?JQxCgCa@oGy@ReDJ{A@IdBZ,307
055085,2.36,16.6,8.5,a}maGjk{pLG[BI?MAK`Ac@tAk@|H{CzF{Bf@WRM`@w@V_@xC}EVMlBcDzDuGfAaBhCiCxAuA|OoShGgIhDgEzC_E|AqBj@}@v@qAfB}CNYf@i@xBeB`DeCF_@Ai@s@aBVyA?MLcApAyKReBqFuCbA}I|@{Hx@sGfAkJP_BHUVkBBQOIUMQB{@?i@@sB@,4
055086,2.23,10.9,12.3,a}maGjk{pLG[BI?MAK`Ac@tAk@|H{CzF{Bf@WRM`@w@V_@f@y@^f@jC`DLHLFdAxAn@hAZt@hBhGrAdFf@dBh@vAzAtF^dAvA|EnB|G`GhSdArDx@fD`BtEnC~Kr@jCfArDz@dCV`@JJVh@bAbCRl@F`@Fr@AlJLfDFr@Hh@Rn@h@rAd@nADX^j@x@tAT~@Dd@HxBJ~C?zAAxEBlAHtAkB^g@DKCGIIO,157
055087,3.17,17.4,10.9,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@[H?UaAVCQEBT|CL~BVfDn@|Cd@rAb@dADTAR?\^nA`@nBBr@GtDKnACnBQzIy@vVq@tU?v@QrCWzA?TBfA?d@IhAKn@Oj@ExAHnAA`@It@E@GEQ?CJCPGpABJJXJnA@x@CnBKlA_@~Bo@vBoCdGsAlCk@xAsA|By@|@y@l@{@\y@Zu@FaBFsAIy@GeFiAeD_AsB]_B?iEXq@B}Iz@u@Fo@@oA@o@A[CiC?cD?{@ByAHg@Ji@Ry@h@m@f@e@j@OTKVsE_FGGi@o@MIf@o@NOt@i@zAy@rAe@tAa@nAYz@MXE,40
055088,2.23,18.6,7.2,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@mA^wLrEeSbI_E`BoAj@q@^w@j@u@v@iA~AoClFwEjJwDlH{@dB{Ag@EhACFMJwJyEeCiAuDkB}FkCwEyBsBeAoBhCmGfIkF~GqFdH,234
055089,2.94,21.0,8.4,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@mA^wLrEeSbI_E`BoAj@q@^w@j@u@v@iA~AoClFwEjJwDlHkGhMoG`MeDzGiEdImBnDy@fBeAnCsA~DgAfEeCnJUXiA`BIT_FtGiEvFUd@c@tBw@dEc@`CKZ_@d@SNWHm@NGDSEk@OWM_@Ge@K}@M{ASe@B[DQJ]^[p@u@`BONWRc@RiD|@c@@gESUA,99
055090,2.42,17.2,8.4,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@mA^wLrEm@ToOhGCQAY}I{_@mHg[a@iBOe@MwACmA@wCCwBIq@Om@Wi@]g@[Uc@Su@Mi@G{De@MSAYEKkCeCcSkRu@s@KEMCEQcB{Ay@lBCAUNi@lAgBhEGR@LJJRZHf@Ad@Qd@WTUDE?@F@BM?MABL@z@IrAgC[sCg@?j@,182
055091,1.61,14.7,6.6,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@mA^wLrEeSbI_E`BoAj@q@^w@j@u@v@iA~A]l@KRu@kB}@_CqAiDyAqDy@wBoCsGSSKCcHiAeB]UAIXAd@EL[jAiAlEYSGAK?EBmBdC,285
055092,4.58,28.0,9.8,a}maGjk{pLG[BI?MAK`Ac@tAk@|H{CzF{Bf@WRM`@w@V_@xC}EVMlBcDzDuGfAaBhCiCxAuA|OoShGgIhDgEzC_E|AqBj@}@v@qAfB}CNYf@i@xBeB`DeCF_@Ai@s@aBVyA?MLcApAyKReBqFuCbA}I|@{Hx@sGfAkJP_BHUVkBFe@RwCEUJgApCANEnAoCTi@vDoJFHDEJGP?HD@EVq@H?lA??C[??EAS?eAMCU@AB@@b@AH?DEl@u@RA`@AlAA\i@XUp@_@R_@P{@Fs@Ay@OeAY}@Wg@]e@{@o@?C?]AWF@rB@rAAhBuAjAcAZ_@Zm@HWJs@?g@OkA@SBORg@HW@QCQEi@?c@Ba@ViBT{@f@{AT]RUAWXQTGZ@N@LGTIJILSh@gB~F_S|@YBC@CpDmLBB@BHLFJBJ@D?FPI\OTIHAJB^d@P^VbAFXZa@^e@LYPs@LY^uAPe@?MW}@?SXcBBi@d@wANk@AKGM?MxAyHDG`CK~GM|AOFVVr@@NMd@jDlEvBfCfBxB,52
055093,2.91,21.2,8.2,a}maGjk{pLG[BI?MAK`Ac@tAk@|H{CzF{Bf@WRM`@w@V_@xC}EVMlBcDzDuGfAaBhCiCxAuA|OoShGgIhDgEzC_E|AqBj@}@v@qAfB}CNYf@i@vI_HtOaMvJyHlCsBXOrAiAPQlB_BFIKYKQH_@TkBDUf@iApCqGJ]B_@aAYo@g@pDcOzAcGD_EhB@WmAQmAIiAIeKCyCAeBBK@GNUf@]b@SRIr@[,20
055094,3.58,22.3,9.6,a}maGjk{pLG[BI?MWoA_@eC_AcFMMIo@qAqHkBgK_DpAgFnBkFrBqAd@gBp@kA{Gy@uEgAgGe@oCI@AEYuAG?a@PMFZnBZ`Bc@Ru@aEmBwK{@}EKa@Y_Ay@}AIQRmA@_@Ce@GUQMIM?QMc@a@]]Gi@@W?[KGIAW?YKEyAa@oB]gEw@oBWq@FUFYN_@Ra@PYNWPOBS?[Aa@EI?]Ck@Sc@Um@e@y@o@i@k@s@oAcB}CWe@YW}@a@qBq@aEaB[OY[sCqDYSKOCBk@pA}CtHmEpKuCkCGq@BSl@uABM@QEYe@}AE_@B[Re@TUVGFCJOF]G]a@m@?KOOU{@O_AE]@c@FsBImDIkDAk@DqCG_@Ek@@y@@a@Jk@R}@Ci@Mi@c@e@y@M]KQQOSOg@S}@KYSk@IU_AkCIQMGK@WNI@KEIKQg@w@f@eAj@[N_CnAUNWXeBdCaCjD{BzDs@tACVm@`A,50
055095,2.06,17.3,7.1,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@mA^wLrEeSbI_E`BoAj@q@^w@j@u@v@iA~AoClFwEjJwDlH{@dB{Ag@EhACFMJwJyEeCiAuDkB}FkCwEyBaFaC{DoBoB_AOCyDeB,129
055096,2.39,18.4,7.8,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@mA^wLrEeSbI_E`BoAj@q@^w@j@u@v@iA~AoClFwEjJwDlHkGhMoG`MeDzGiEdImBnDy@fBeAnCsA~DgAfEeCnJUX_@j@mGwDkDqBaCuAo@c@K^IX,54
055097,2.99,17.1,10.5,a}maGjk{pLG[GGGO}Aj@eGxBeLnEgAd@[H?UaAVCQEBT|CL~BVfDn@|Cd@rAb@dADTAR?\^nA`@nBBr@GtDKnACnBQzIy@vVq@tU?v@QrCWzA?TBfA?d@IhAKn@Oj@ExAHnAA`@It@E@GEQ?CJCPGpABJJXJnA@x@CnBKlA_@~Bo@vBoCdGsAlCk@xAsA|By@|@y@l@{@\y@Zu@FaBFsAIy@GeFiAeD_AsB]_B?iEXq@B}Iz@u@Fo@@oA@o@A[CiC?cD?{@ByAHg@Ji@Ry@h@m@f@e@j@OTKVsE_FGGi@o@MISe@TJ,7
055098,3.23,19.8,9.8,a}maGjk{pLG[BI?MWoA_@eC_AcFMMIo@qAqHkBgK_DpAgFnBkFrBqAd@gBp@kA{Gy@uEgAgGe@oCI@AEYuAG?a@PMFZnBZ`Bc@Ru@aEmBwK{@}EKa@Y_Ay@}AIQRmA@_@Ce@GUQMIM?QMc@a@]]Gi@@W?[KGIAW?YKEyAa@oB]gEw@oBWq@FUFYN_@Ra@PYNWPOBS?[Aa@EI?]Ck@Sc@Um@e@y@o@i@k@s@oAcB}CWe@YW}@a@qBq@aEaB[OY[sCqDYSKOCBk@pA}CtHmEpKuCkCGq@BSl@uABM@QEYe@}AE_@B[Re@TUVGFCJOF]G]a@m@?KOOU{@O_AE]@c@FsBImDIkDAk@DqCG_@Ek@@y@@a@Jk@R}@Ci@Mi@c@e@y@M]KQQOSOg@S}@KYSk@IU_AkCIQMGK@WNI@KEIKQg@_@V,52
055099,1.91,13.9,8.2,a}maGjk{pLG[BI?MWoA_@eC_AcFMMIo@qAqHaDsQcBmJcByJcBmJqBmL{BcMA[eBaNWwB?a@?oBLsGRyGB_CEqAIaBiACaAAq@Im@W{@m@_B}AuAaBiCiCqCiDa@i@}AmB_AeAq@u@q@g@_Ai@a@Gu@CqA?A[[@,140
055100,1.81,13.9,7.8,a}maGjk{pLG[BI?MAK`Ac@tAk@|H{CzF{Bf@WRM`@w@V_@xC}EVMlBcDNNHILDFKRPRHNHHEHa@VWLGl@Dt@VDFDXHV^j@NXD\xAtBLHF?dB{Cd@r@~BjEx@bBnAxBhBlDx@|AJONKBEBKJST[p@e@\[Pk@Ji@d@{ARe@?Gb@kBLo@d@iBVaBLa@Xi@^g@HQJi@DQVg@l@s@FKLH\^jC|BtDnCtEtDxC|BfBjAVJT?^?t@JNcCTmAZcD,25
055101,0.75,4.1,11.0,a}maGjk{pLf@nCRhADRgAb@_@RIHGTCZ@fL?|@?l@B~GHZNRd@j@Ct@?fB?tRGTEDTVvA|A|BfCn@t@bAbAi@jA,57
055102,1.28,9.5,8.1,a}maGjk{pLG[BI?MWoA_@eC_AcFxIoDd@uFZoERq@jHwLjCmEp@qAhB~BN[b@m@TGhAgAjCmCJW`AeAxEoGfBuBHKl@fAl@bA|@iAbBuBzC}DlAwAfAwA,309
055103,0.31,2.1,9.1,a}maGjk{pLG[BI?MWoA_@eC_AcFMMIo@qAqHoA}G,427
055104,2.35,16.6,8.5,a}maGjk{pLG[BI?MAK`Ac@tAk@|H{CzF{Bf@WRM`@w@V_@xC}EVMlBcDzDuGfAaBhCiCxAuA|OoShGgIhDgEzC_E|AqBj@}@v@qAfB}CNYf@i@xBeB`DeCF_@Ai@s@aBVyA?MLcApAyKReBqFuCbA}I|@{Hx@sGfAkJP_BHUVkBBQOIUMQB{@?i@@}A?,17
