origdest,dist,time,speed,polyline,trips
054102,1.67,11.6,8.6,wmoaGjqvpLnEnBpBr@lBd@~AXDsAB_CEqAUsGE}@dAWbCUvCz@bGjBlF|ApA\zGxBzDlA`EhA`EpAXLt@bAfA~Af@n@vDnFtFxHz@rAxC|DjEzFhGhIdB~BLQ,196
054103,1.81,11.2,9.6,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGRLR?VC^OlAa@`E_BvD_BNG~BzMrBzL~Ixg@jBbK~CmAoA}G,690
054104,2.72,16.3,10.0,wmoaGjqvpLnEnBpBr@PwA@c@B_BByBc@I{@g@wAmAmAwAk@o@iCiC~CaFpAmB^k@jB{Cf@qARqBf@cAZs@X{@^kBR{@Ra@h@yARQ`AgC`AiCx@sB`C_HTD\@VKrA{BjAx@xB_EvB`Bd@ZzAhA`DzBv@p@|ElDb@TlClBjEtBxCrD`D}FlDqGtDqGrAeCjAxAjB|BlFrG|LtOdIhKbQK,13
054105,2.84,18.8,9.0,wmoaGjqvpLnEnBpBr@lBd@~AXDsAB_CEqAUsGE}@dAWbCUvCz@bGjBlF|ApA\zGxBzDlA`EhA`EpAXLt@bAfA~Af@n@vDnFtFxHz@rAKg@H[lD}ODMHMYq@S[U]DIWc@EIAYHWNGF?jCvAbFlC~@\nAZv@Nv@FbBBHBLNNd@Jz@`@fFTvAXdAjAzCr@~AbApBl@fAjDlFDFNRDT@FDDF?DI^`@JZDLXT\f@h@rAb@n@b@fAR~@Pr@f@zANOf@MhH\pR`An@HVB^Sv@Yr@Q,12
054106,2.07,15.5,8.0,wmoaGjqvpLnEnBpBr@lBd@~AXDsAB_CEqAUsGE}@dAWbCUvCz@bGjBlF|ApA\zGxBzDlA`EhAF[lAgJt@oFHi@t@iMHSBYD[Pe@FIhAy@Dq@HWDW`@u@vCmFxB}DpA}BlDkGfLsSrKqRh@_A,13
054107,2.74,16.8,9.8,wmoaGjqvpLnEnBpBr@PwA@c@B_BByBc@I{@g@wAmAmAwAk@o@iCiC~CaFpAmB^k@jB{Cf@qARqBf@cAZs@X{@^kBR{@Ra@h@yARQ`AgC`AiCx@sB`C_HTD\@VKrA{BjAx@xB_EvB`Bd@ZzAhA`DzBv@p@|ElDb@TlClBjEtBxCrD`D}FlDqGtDqGxCqF`CgEpC}EpF{J~AuChAvAV\j@b@EuIIyOG{M,11
054108,3.39,21.2,9.6,wmoaGjqvpLnEnBpBr@lBd@~AXDsAB_CEqAUsGE}@dAWbCUvCz@bGjBlF|ApA\zGxBzDlA`EhA`EpAXLt@bAfA~Af@n@vDnFtFxHz@rAKg@H[lD}ODMHMYq@S[U]DIWc@EIAYHWNGF?jCvAbFlC~@\nAZv@Nv@FbBBHBLNNd@Jz@`@fFTvAXdAjAzCr@~AbApBl@fAjDlFDFNRDT@FDDF?DI^`@vAcC`JtA~PlCfCgEhFaJ|@wAj@y@b@g@bE}DrBeBpD{CvD}Cf@i@^{@DQNwAZkFBmAHmAb@yAr@sB,2
054109,3.59,22.3,9.7,wmoaGjqvpLnEnBpBr@lBd@~AXDsAB_CEqAUsGE}@dAWbCUvCz@bGjBlF|ApA\zGxBzDlA`EhA`EpAXLt@bAfA~Af@n@vDnFtFxHz@rAKg@H[lD}ODMHMYq@S[U]DIWc@EIAYHWNGF?jCvAbFlC~@\nAZv@Nv@FbBBHBLNNd@Jz@`@fFTvAXdAjAzCr@~AbApBl@fAjDlFDFNRDT@FDDF?DI^`@vAcC~@{ARYv@q@jN{KlKqIjCuBfBsAtAgAlCsBXOrAiAPQlB_BTW`KaIzCcCRQXEf@z@j@bAh@v@h@j@fAz@fAr@`F`Dn@j@l@v@l@tAHXSr@QO,0
054110,5.99,31.6,11.4,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@LfA?VEd@Oz@BFZj@j@lAV~@hEdV\jBPj@z@zBTb@JRH^pCzOFd@B\E\DT?V@bAj@n@t@zDFLJZXjBHbAZfF?RH|@D~@FzALrAf@lIVfBt@xCPd@`@~@DTCd@HZ^zAPv@Jp@CdDK~AE`AQdKI`CaB~i@Ar@KrBY`CETBbA@b@E|@Eh@Ox@ITE~@FpA?d@Ex@CNE@OGMDCXGt@Ab@FDHVFp@Dt@GjDMtAk@nCiAtCwDbIk@xAk@bAmAdBmA~@uBx@u@FaBFmCQeFiAeD_AsB]w@AeCL_BJg@B}Ht@eCPeC@OA?N?T@j@DbBHv@VrHN~E?j@VjHNtDJfBZtIXlHF|@RnED|Ar@r@^Vf@T\Jh@Hj@DAPDPlHfJ^h@f@j@f@Xb@V\Ff@FvAErFUpCKHEHi@PcCD]vBZF?VQv@hCP^G?y@F[fFWnCSfESjFe@`HCb@MFOPQXIZWjBSnDEf@@VBVLLlBTJDDzAoA|Oe@xF,8
054111,1.47,9.6,9.2,wmoaGjqvpLnEnBpBr@PwA@c@B_BByBc@I{@g@wAmAmAwAk@o@iCiCeDcEMOeAzCqAiAoBcBoAeAMEM?QdAC@yCuAUjAEDYp@SN_AZkAj@aA~@{@zAe@vAQ|@[`BKbB?dC@`BuDRsA?eAIi@KmCeASIa@Ec@Oo@qA_@i@GSEYKOyB}Eq@cBo@_BONM]Se@,168
054112,0.55,2.7,12.1,wmoaGjqvpLnEnBpBr@PwA@c@B_BByBc@I{@g@[UrAgDx@_C_@]_C}BmAsAMYOi@CWGQ_BkBeAaA,236
054113,1.47,9.6,9.2,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@@VGEMKESCOM_@c@]_@Em@DWEQIEIAo@eBg@mEy@mDk@k@GY@m@Lc@Vm@VAJQNEHLd@DBBGGSMWOm@Iu@Eu@DgBEECFAj@J@TBCIEMG[Ce@Di@Tc@?ODA,537
054114,1.47,9.1,9.7,wmoaGjqvpLnEnBpBr@PwA@c@B_BByBc@I{@g@wAmAmAwAk@o@iCiCeDcEMOeAzCqAiAoBcBoAeAMEM?QdAC@yCuAUjAEDYp@SN_AZkAj@aA~@{@zAe@vAQ|@[`BKbB?dC@`BuDRsA?eAIi@KmCeASIa@Ec@Oo@qA_@i@GSEYKOyB}Eq@cBo@_BONHPN^,243
054115,3.62,20.2,10.8,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@@VGEMKESCOM_@c@]_@Em@DWEQIEIAo@eBg@mEy@mDk@k@GY@m@Lc@VgAf@YRa@Fi@Ai@G[AWKw@]mA_Au@q@]e@kA{BsAaCo@g@iDkA_EaBWOy@eAmBcCICW[}@nBmGrOw@jBWl@oAiAi@e@[[CUCU?Mr@eB@M?Wm@{BAYDYXi@RMVGPW@]Ka@[i@AIMKIWUcAK}@FqB@e@G}CC]GkD?yABcAA_@K}@B{A^iBCi@Mg@SYOMUCy@QQMOOQa@Ki@Qm@ISc@qA}@gCIGMCKDWLIAIIM[qCmHu@iBW[]Qe@Ie@DOD_@XU^MRMQy@}@qBgC}@qAiAyBj@_A~@iAfAiAoEkIiFsJiC}EeB_DY[?@,31
054116,0.62,3.6,10.2,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?\,38
054117,0.87,5.0,10.4,wmoaGjqvpLnEnBpBr@PwA@c@B_BByBc@I{@g@wAmAmAwAk@o@iCiCeDcEaAmAgAqA`@_ANeA@{@AaBO}DIgAMkAm@}AmAmBc@q@iCcEKWGm@,24
054118,3.34,19.2,10.4,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@@VGEMKESCOM_@c@]_@Em@DWEQIEIAo@eBg@mEy@mDk@k@GY@m@Lc@VgAf@YRa@Fi@Ai@G[AWKw@]mA_Au@q@]e@kA{BsAaCo@g@iDkA_EaBWOy@eAmBcCICW[}@nBmGrOw@jBWl@oAiAi@e@[[CUCU?Mr@eB@M?Wm@{BAYDYXi@RMVGPW@]Ka@[i@AIMKIWUcAK}@FqB@e@G}CC]GkD?yABcAA_@K}@B{A^iBCi@Mg@SYOMUCy@QQMOOQa@Ki@Qm@ISc@qA}@gCIGMCKDWLIAIIM[qCmHu@iBW[]Qe@Ie@DOD_@XU^MRMQy@}@qBgC}@qAiAyBi@y@k@o@_BeBKVKR?@EFmAfC_@|@AHALCH,3
054119,1.07,6.5,9.8,wmoaGjqvpLnEnBpBr@lBd@~E|@dBZNDEdEBr@VpC[JqAb@s@TBbAV~Cn@tGFVbApAjA|GfDbRn@tEb@tCNd@HVe@RwB|@g@qC,32
054120,4.93,29.6,10.0,wmoaGjqvpLnEnBpBr@lBd@~E|@dBZNDEdEBr@VpC[JeA\TxBKxBbEnFv@pAT\RP`D~DrAfBL`@fDnEpBjCrGtIpEzFnLrOdGfIdB|Bv@fAnBlChArAhCbDt@fAfAnBj@fA`AnBjAvBtDbHFNGJ|ChETX?ZEt@Hr@Tt@NZV`AJL`@Hl@Z\ZZf@Td@Xl@^v@vCdFxAbB`@\f@h@hA~APVt@h@d@RLJd@d@fAjApB|B^Xl@ZdCfBf@Zr@Z`@LpBz@lB~@z@\vEdA|ElA`@NxBh@`@f@h@hA^r@`Ar@xBrAVRLLTBT@xA|@hBtAdFlE|D`DpJpGjCfAzAf@nBh@pA^`@FfANR?TCRDDA^e@TKF@vATxExAhFlCdH|DpF~C`GfD`@TLHJVNfAJf@Nb@n@h@|Av@d@HlCnBMTFBDH@xAArPe@J[Je@RiCbAi@Rm@N_AHu@DiHRm@E,2
054121,4.28,26.2,9.8,wmoaGjqvpLnEnBpBr@lBd@~E|@dBZNDEdEBr@VpC[JeA\TxBKxBbEnFv@pAT\RP`D~DrAfBL`@fDnEpBjCrGtIpEzFnLrOdGfIdB|Bv@fAnBlChArAhCbDt@fAfAnBj@fA`AnBjAvBtDbHFNGJ|ChETX?ZEt@Hr@Tt@NZV`AJL`@Hl@Z\ZZf@Td@Xl@^v@vCdFxAbB`@\f@h@hA~APVt@h@d@RLJd@d@fAjApB|B^Xl@ZdCfBf@Zr@Z`@LpBz@lB~@z@\vEdA|ElA`@NxBh@`@f@h@hA^r@`Ar@xBrALHAXInDEdBExEFzB^bGt@~PDjA^xCp@xDABAHFRLFF?@CLHd@NVDNJbCxAbCpBvAfAlB`A~BvAbEjCtAv@`DhBj@TN@r@FbADfEDdCAlB?,0
054122,3.71,23.8,9.3,wmoaGjqvpLnEnBpBr@lBd@~E|@dBZNDEdEBr@VpC[JeA\TxBKxBbEnFv@pAT\RP`D~DrAfBL`@fDnEpBjCrGtIpEzFnLrOdGfIdB|Bv@fAnBlChArAhCbDt@fAfAnBj@fA`AnBjAvBtDbHFNGJ|ChETX?ZEt@Hr@Tt@NZV`AJL`@Hl@Z\ZZf@Td@Xl@^v@vCdFxAbB`@\f@h@hA~APVt@h@d@RLJd@d@fAjApB|B^Xl@ZdCfBf@Zr@Z`@LpBz@lB~@z@\vEdA|ElA`@NxBh@`@f@h@hA^r@`Ar@xBrALHAXInDEdBExEFzB^bGt@~PDjA^xCp@xDABAHFRLFF?@CLHd@NVDNJnAt@An@?N,5
054123,3.59,22.5,9.6,wmoaGjqvpLnEnBpBr@lBd@~E|@dBZNDEdEBr@VpC[JeA\TxBKxBbEnFv@pAT\RP`D~DrAfBL`@fDnEpBjCrGtIpEzFnLrOdGfIdB|Bv@fAnBlChArAhCbDt@fAfAnBj@fA`AnBjAvBtDbHFNGJ|ChETX?ZEt@Hr@Tt@NZV`AJL`@Hl@Z\ZZf@Td@Xl@^v@vCdFxAbB`@\f@h@hA~APVt@h@d@RLJd@d@fAjApB|B^Xl@ZdCfBf@Zr@Z`@LbBp@FQ|Bz@jCz@pBf@pGzAtBf@j@Dr@DvBGPCjBGrDQnGEbMKbIGfCE\XWZ,3
054124,4.06,24.7,9.9,wmoaGjqvpLnEnBpBr@lBd@~E|@dBZNDEdEBr@VpC[JeA\TxBKxBbEnFv@pAT\RP`D~DrAfBL`@fDnEpBjCrGtIpEzFnLrOdGfIdB|Bv@fAnBlChArAhCbDt@fAfAnBj@fA`AnBjAvBtDbHFNGJ|ChETX?ZEt@Hr@Tt@NZV`AJL`@Hl@Z\ZZf@Td@Xl@^v@vCdFxAbB`@\f@h@hA~APVt@h@d@RLJd@d@fAjApB|B^Xl@ZdCfBf@Zr@Z`@LpBz@lB~@z@\vEdA|ElA`@NxBh@`@f@h@hA^r@`Ar@xBrAVRLLTBT@xA|@hBtAdFlE|D`DpJpGjCfAzAf@nBh@pA^`@FfANR?TCRDDA^e@TKF@vATxExAhFlCbEzBMb@,7
054125,3.04,19.2,9.5,wmoaGjqvpLnEnBpBr@lBd@~E|@dBZNDEdEBr@VpC[JeA\TxBKxBbEnFv@pAT\RP`D~DrAfBL`@fDnEpBjCrGtIpEzFnLrOdGfIdB|Bv@fAnBlChArAhCbDt@fAfAnBj@fA`AnBjAvBtDbHFNGJ|ChETX?ZEt@Hr@Tt@NZV`AJL`@Hl@Z\ZZf@Td@Xl@^v@vCdFxAbB`@\f@h@hA~APVt@h@d@RLJd@d@fAjApB|B^Xl@ZdCfBf@Zr@Z`@LpBz@lB~@z@\vEdA|ElA`@NxBh@`@f@h@hA^r@TN,6
054126,4.74,28.9,9.8,wmoaGjqvpLnEnBpBr@lBd@~E|@dBZNDEdEBr@VpC[JeA\TxBKxBbEnFv@pAT\RP`D~DrAfBL`@fDnEpBjCrGtIpEzFnLrOdGfIdB|Bj@x@cA~AgCfEy@rAs@lAI^uA~BOQYd@l@v@jC`DLHLFdAxAn@hAZt@r@`Ct@fC`@zAxAnFh@vAzAtF^dAZfApCpJfBfGxFvRx@fDt@vBj@|Ad@hBhBtHr@jCfArDz@dCV`@JJVh@bAbCHTPx@Fr@A~D?lDFjALnCRdAr@fBd@nADX^j@x@tAT~@HxALxCBnBAlFBpBTxDBZGF?F?vAMz@Sj@Q^k@b@{BvA_@n@QXQd@G^WdCSlAMd@Yv@w@lAk@hA]nAsAzFa@tBg@xBYf@g@h@}ChCwBtB_CdCm@t@w@pAc@~@e@tAQz@IpAPjBPzADtA?lAEt@a@rFe@nGWnBUx@KXu@dBOaA,79
054127,4.4,26.8,9.9,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@LfA?VEd@Oz@BFZj@j@lAV~@hEdV\jBPj@z@zBTb@JRH^pCzOFd@B\E\DT?V@bAj@n@t@zDFLJZXjBHbAZfF?RH|@D~@FzALrAf@lIVfBt@xCPd@`@~@DTCd@HZ^zAPv@Jp@CdDK~AE`AQdKI`CUjHJABEDaA@AA\FB`@BDCBs@@CB??SxARzDh@}Bd_@SfDRBTBdFn@vFv@zALJ?b@OpB{@|@lFhFnYtBnLpBtKn@lDhCnNp@jDf@lC_@`@cDfHkA~B{BdFm@zA_BlEk@tA{@|AoAbB_@ZyB~A,77
054128,4.07,21.1,11.6,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@LfA?VEd@Oz@BFZj@j@lAV~@hEdV\jBPj@z@zBTb@JRH^pCzOFd@B\E\DT?V@bAj@n@t@zDFLJZXjBHbAZfF?RH|@D~@FzA@JDC@@@NE@c^jNAQiH{ZWJ_@wACACEMa@IEK@KNCLAJVfAuBdAEAGEK_@CCULi@sBcAkEs@{CU{@EBGBG@wCUcCQJyAH_AOC?FEFE@E?En@HTA^,205
054129,4.46,24.1,11.1,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@LfA?VEd@Oz@BFZj@j@lAV~@hEdV\jBPj@z@zBTb@JRH^pCzOFd@B\E\DT?V@bAj@n@t@zDFLJZXjBHbAZfF?RH|@D~@FzALrAf@lIVfBt@xCPd@`@~@DTCd@HZ^zAPv@Jp@CdDK~AE`AQdKI`CaB~i@Ar@KrBY`CETBbA@b@E|@Eh@Ox@ITE~@FpA?d@Ex@CNE@OGMDCXGt@Ab@FDHVFp@Dt@GjDMtAk@nCiAtCwDbIk@xAk@bAmAdBmA~@uBx@u@FaBFmCQeFiAeD_AsB]w@AeCL_BJg@B}Ht@eCPeC@oACgH?aABu@Fg@JcAd@y@l@m@l@SXMVEJu@w@cDmDk@q@MIOVQ^e@rAEPQMa@S,46
054130,5.31,30.2,10.5,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@LfA?VEd@Oz@BFZj@j@lAV~@hEdV\jBPj@z@zBTb@JRH^pCzOFd@B\E\DT?V@bAj@n@t@zDFLJZXjBHbAZfF?RH|@D~@FzALrAf@lIVfBt@xCPd@`@~@DTCd@HZ^zAPv@Jp@CdDK~AE`AQdKI`CaB~i@Ar@KrBY`CETBbA@b@E|@Eh@Ox@ITE~@FpA?d@Ex@CNE@OGMDCXGt@Ab@FDHVFp@Dt@GjDMtAk@nCiAtCwDbIk@xAk@bAmAdBmA~@uBx@u@FaBFmCQeFiAeD_AsB]w@AeCL_BJg@B}Ht@eCPeC@oACgH?aABu@Fg@JcAd@y@l@m@l@SXMVEJu@w@cDmDk@q@MISe@H]pAcHT{ABqAuBIiFc@pAeFJ[G]GSmGwDkDqBaCuAo@c@K^y@nCaBtFe@vAm@jAgAdCK@KBI?gB[_BOoAO,10
054131,3.64,21.4,10.2,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@LfA?VEd@Oz@BFZj@j@lAV~@hEdV\jBPj@z@zBTb@JRH^pCzOFd@B\E\DT?V@bAj@n@t@zDFLJZXjBHbAZfF?RH|@D~@FzA@JDC@@@NE@c^jN?FLh@LR|@xD|ApG~B`KxAjGRbAAZFp@b@`FNnA|BvJt@fDRhA`@xDLlDF`DBfEG|GWhC_@`D@L@FEJCXBn@Wl@s@fAyApAk@dAgBtDW^eArAk@dAaAzARCZY`AiB?EEAWd@ABEEa@g@Xg@BC?CAEEBaAfBKLI?GEGAEBgAoASP,96
054132,4.84,28.1,10.3,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@@VGEMKESCOM_@c@]_@Em@DWEQIEIAo@eBg@mEy@mDk@k@GY@m@Lc@VgAf@YRa@Fi@Ai@G[AWKw@]mA_Au@q@]e@kA{BsAaCo@g@iDkA_EaBWOy@eAmBcCICW[}@nBmGrOw@jBWl@oAiAi@e@eAcAuBmBk@nAUn@Id@E\aBrM_@vCKh@EP?LxBlBL\PVTDJL@`@MjB?f@gAbPqCpb@k@nJk@bIoCna@gA`PeAjQS`C_BrBsDzEwLtOcEnF~@~GnAzJlBjOfBbNb@tDIHiIzBFXKZOh@NE,8
054133,5.67,31.4,10.8,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@LfA?VEd@Oz@BFZj@j@lAV~@hEdV\jBPj@z@zBTb@JRH^pCzOFd@B\E\DT?V@bAj@n@t@zDFLJZXjBHbAZfF?RH|@D~@FzALrAf@lIVfBt@xCPd@`@~@DTCd@HZ^zAPv@Jp@CdDK~AE`AQdKI`CaB~i@Ar@KrBY`CETBbA@b@E|@Eh@Ox@ITE~@FpA?d@Ex@CNE@OGMDCXGt@Ab@FDHVFp@Dt@GjDMtAk@nCiAtCwDbIk@xAk@bAmAdBmA~@uBx@u@FaBFmCQeFiAeD_AsB]w@AeCL_BJg@B}Ht@eCPeC@oACgH?aABu@Fg@JcAd@y@l@m@l@SXMVEJu@w@cDmDk@q@s@~AUx@StAOdBGbDFlCN~C?zASvBCVQMM?E@SHu@LgA\e@RW@MZ{BdGSDUCWO}AqBkAyAgBgAm@rBk@zBu@rCg@pByAeBIGOGwEmAWc@GQ_@eCm@uDSwAYRe@`@oAlAcAz@eClBcBbAeErCyAhA,18
054134,6.06,34.0,10.7,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@@VGEMKESCOM_@c@]_@Em@DWEQIEIAo@eBg@mEy@mDk@k@GY@m@Lc@VgAf@YRa@Fi@Ai@G[AWKw@]mA_Au@q@]e@kA{BsAaCo@g@iDkA_EaBWOy@eAmBcCICW[}@nBmGrOw@jBWl@oAiAi@e@eAcAuBmBk@nAUn@Id@E\aBrM_@vCKh@EP?LxBlBL\PVTDJL@`@MjB?f@gAbPqCpb@k@nJk@bIoCna@gA`PeAjQS`C_BrBsDzEwLtOgItKsHtJ}O|SoE`GqFhH{CxDsAXu@ScGvM]p@QV[NOTGXCVAHGXOJc@Pe@XeCdCa@b@m@~@w@|Ag@rA_CjGUr@S^]l@mCbDkBxBmHrIwKhMkD~D{@`AGMBo@,0
054135,3.55,20.8,10.2,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@LfA?VEd@Oz@BFZj@j@lAV~@hEdV\jBPj@z@zBTb@JRH^pCzOFd@B\E\DT?V@bAj@n@t@zDFLJZXjBHbAZfF?RH|@D~@FzA@JDC@@@NE@c^jN?FBPC@a@Pa@N_E`BoAj@q@^w@j@u@v@iA~AoClFwEjJwDlH{@dB{Ag@EhACFMJwJyEeCiAuDkBmD_BMZuBhHwBpHyHvW,28
054136,3.07,18.8,9.8,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@@VGEMKESCOM_@c@]_@Em@DWEQIEIAo@eBg@mEy@mDk@k@GY@m@Lc@VgAf@YRa@Fi@Ai@G[AWKw@]mA_Au@q@]e@kA{BsAaCo@g@iDkA_EaBWOy@eAmBcCICW[}@nBmGrOJJP`@oBvEb@b@b@d@BHGRJHBJ@VAPw@bByAnDg@hAKR?X@RGn@Jl@V\ZHD?@F@BM?MABL@z@IrAp@J`C\`BZfBVzC`@bGx@LB]zEk@fJwA|Se@tHRFIdA,13
054137,6.03,33.6,10.8,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@LfA?VEd@Oz@BFZj@j@lAV~@hEdV\jBPj@z@zBTb@JRH^pCzOFd@B\E\DT?V@bAj@n@t@zDFLJZXjBHbAZfF?RH|@D~@FzALrAf@lIVfBt@xCPd@`@~@DTCd@HZ^zAPv@Jp@CdDK~AE`AQdKI`CaB~i@Ar@KrBY`CETBbA@b@E|@Eh@Ox@ITE~@FpA?d@Ex@CNE@OGMDCXGt@Ab@FDHVFp@Dt@GjDMtAk@nCiAtCwDbIk@xAk@bAmAdBmA~@uBx@u@FaBFmCQeFiAeD_AsB]w@AeCL_BJg@B}Ht@eCPeC@oACgH?aABu@Fg@JcAd@y@l@m@l@SXMVEJu@w@cDmDk@q@s@~AUx@StAOdBGbDFlCN~C?zASvBCVQMM?E@SHGIKOwAgATm@qAcAmB}AoA}@aHsFQGKCCOESW]e@]a@S_AU]OsAUaAMcAOSBa@BUFQL[b@{@rBSZSPUNcBh@aB`@Q?c@@cEUiPy@kDWoBKmIc@qKm@}@Ay@DmB\,23
054138,5.02,28.1,10.7,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@@VGEMKESCOM_@c@]_@Em@DWEQIEIAo@eBg@mEy@mDk@k@GY@m@Lc@VgAf@YRa@Fi@Ai@G[AWKw@]mA_Au@q@]e@kA{BsAaCo@g@iDkA_EaBWOy@eAmBcCICW[}@nBmGrOw@jBWl@oAiAi@e@eAcAuBmBk@nAUn@Id@E\aBrM_@vCKh@EP?LxBlBL\PVTDJL@`@MjB?f@gAbPqCpb@k@nJk@bIoCna@gA`PeAjQS`C_BrBsDzEwLtOgItKuEbGa@h@{BiDwAkBYYm@YwAi@eFmBYtBo@vEc@|CkAxIY`Bw@|C{@vBy@nBOIk@t@]`@,98
054139,6.41,36.1,10.6,wmoaGjqvpLnEnBpBr@lBd@~AXAVKlDMrGOx@KRORU\CFWH{@`@uFdCmF`CIBEPm@XGFEH?l@?Zn@tE|@lGN|@L^uAb@QPAB@FZSBIWPWZWf@EPEXCf@Bj@BF@ACo@EA?`@@VGEMKESCOM_@c@]_@Em@DWEQIEIAo@eBg@mEy@mDk@k@GY@m@Lc@VgAf@YRa@Fi@Ai@G[AWKw@]mA_Au@q@]e@kA{BsAaCo@g@iDkA_EaBWOy@eAmBcCICW[}@nBmGrOw@jBWl@oAiAi@e@eAcAuBmBk@nAUn@Id@E\aBrM_@vCKh@EP?LxBlBL\PVTDJL@`@MjB?f@gAbPqCpb@k@nJk@bIoCna@gA`PeAjQS`C_BrBsDzEwLtOgItKsHtJ}O|SoE`GqFhH{CxDsAXu@ScGvM]p@QV[NOTGXCVAHGXOJc@Pe@XeCdCa@b@m@~@w@|Ag@rA_CjGUr@S^]l@mCbDkBxBmHrIwKhMkD~Dq@{@AqCEe@DiCLsCXqADkBDy@Ds@AcBFoBPoAn@{EDqBLI,26
